# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,55.245232,0.037228,55.245232,0.037228,55.245232,0.037228
60,55.245232,0.130375,63.215259,0.135330,56.471390,0.053016
110,62.942779,0.139683,64.713896,0.221410,60.422343,0.070795
160,61.512262,0.097563,66.689373,0.163361,61.716621,0.163627
210,65.463215,0.121897,66.961853,0.153402,63.555858,0.172799
260,63.896458,0.142727,66.757493,0.171774,64.509537,0.164735
310,67.166213,0.180055,66.825613,0.165335,64.850136,0.147941
360,66.621253,0.214189,65.463215,0.188957,64.441417,0.155434
410,66.893733,0.209388,66.893733,0.182887,64.918256,0.153880
460,67.098093,0.203914,66.416894,0.134382,65.871935,0.154580
