# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,56.539510,0.030026,56.539510,0.030026,56.539510,0.030026
60,58.242507,0.087886,58.719346,0.044324,56.471390,0.053016
110,59.945504,0.130133,60.013624,0.088574,60.422343,0.070795
160,61.784741,0.187065,60.217984,0.104970,61.716621,0.163627
210,61.648501,0.176095,60.286104,0.116664,63.555858,0.172799
260,63.555858,0.173714,60.694823,0.150078,64.032698,0.166939
310,65.326975,0.153491,61.512262,0.176090,64.782016,0.146524
360,65.054496,0.174276,63.147139,0.189403,64.645777,0.157822
410,66.416894,0.168342,61.989101,0.172927,65.122616,0.158288
460,67.438692,0.186550,63.079019,0.193671,65.667575,0.147467
