# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,47.411444,0.033551,47.411444,0.033551,47.411444,0.033551
60,59.400545,0.121415,61.784741,0.079626,56.471390,0.053016
110,60.626703,0.144276,66.621253,0.177395,60.422343,0.070795
160,64.850136,0.175864,64.168937,0.189737,61.716621,0.163627
210,64.850136,0.144299,65.531335,0.182503,63.555858,0.172799
260,65.258856,0.141905,66.893733,0.170675,64.509537,0.164735
310,66.485014,0.166058,66.825613,0.184298,64.509537,0.146442
360,65.395095,0.130398,66.893733,0.179288,64.509537,0.152443
410,65.395095,0.139847,68.528610,0.199640,65.054496,0.151296
460,65.054496,0.143174,67.506812,0.202263,65.599455,0.150249
