# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,54.768392,0.023915,54.768392,0.023915,54.768392,0.023915
60,61.580381,0.073630,57.425068,0.116239,56.471390,0.053016
110,62.602180,0.150626,60.626703,0.125725,60.422343,0.070795
160,64.032698,0.166975,63.760218,0.132039,61.716621,0.163627
210,63.896458,0.170944,64.373297,0.157848,63.555858,0.172799
260,66.008174,0.180617,63.419619,0.149452,64.032698,0.166939
310,66.348774,0.180471,64.237057,0.156559,64.782016,0.146524
360,67.506812,0.180544,63.964578,0.158915,64.645777,0.157822
410,67.234332,0.181472,64.100817,0.173007,65.122616,0.158288
460,66.961853,0.176290,64.918256,0.170456,65.667575,0.147467
