# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,49.250681,0.017027,49.250681,0.017027,49.250681,0.017027
60,55.108992,0.118323,47.820163,0.046830,56.471390,0.053016
110,60.081744,0.144017,64.237057,0.181063,60.422343,0.070795
160,61.852861,0.193906,64.237057,0.210010,61.716621,0.163627
210,63.010899,0.207041,65.395095,0.184209,63.555858,0.172799
260,65.667575,0.182531,64.441417,0.163977,64.509537,0.164735
310,66.757493,0.178785,66.348774,0.162230,64.850136,0.147941
360,66.212534,0.166076,66.825613,0.168783,64.509537,0.160197
410,66.757493,0.166032,68.188011,0.199217,65.531335,0.161520
460,66.757493,0.164344,66.485014,0.166368,65.395095,0.147277
