,0
137,-0.09938317652559227
138,-0.09938317652559227
139,-0.09938317652559227
140,-2.408551001543162
141,-2.4087005860558826
142,-0.09938317652559227
143,-0.09938317652559227
144,-0.09938317652559227
145,-2.4088278013530613
146,-2.408956321961863
147,-0.09938317652559227
148,-0.09938317652559227
149,-2.409118620516377
150,-2.4092588931472605
151,-2.4093878522637664
152,-0.09938317652559227
153,-0.09938317652559227
154,-2.4095134097519324
155,-2.409694835549173
156,-0.09938317652559227
157,-0.09938317652559227
158,-0.09938317652559227
159,-0.09938317652559227
160,-0.09938317652559227
161,-2.4099223375011345
162,-0.09938317652559227
163,-0.09938317652559227
164,-0.09938317652559227
165,-0.09938317652559227
166,-2.4101490313085825
167,-0.09938317652559227
168,-2.4103528587361547
169,-2.4105032594531095
170,-0.09938317652559227
171,-2.4106471671163763
172,-0.09938317652559227
173,-0.09938317652559227
174,-2.4107796901497713
175,-0.09938317652559227
176,-0.09938317652559227
177,-0.09938317652559227
178,-0.09938317652559227
179,-0.09938317652559227
180,-0.09938317652559227
181,-0.09938317652559227
182,-0.09938317652559227
183,-2.4109223794483126
184,-2.411034319793775
185,-0.09938317652559227
186,-2.411123005288392
187,-0.09938317652559227
188,-0.09938317652559227
189,-0.09938317652559227
190,-2.4111683827237527
191,-0.09938317652559227
192,-2.4112528528025057
193,-0.09938317652559227
194,-2.4113651330988204
195,-0.09938317652559227
196,-0.09938317652559227
197,-0.09938317652559227
198,-0.09938317652559227
199,-0.09938317652559227
200,-0.09938317652559227
201,-2.4114997390142956
202,-0.09938317652559227
203,-2.411684162836987
204,-0.09938317652559227
205,-0.09938317652559227
206,-0.09938317652559227
207,-0.09938317652559227
208,-2.411894532952245
209,-2.412072338977339
210,-0.09938317652559227
211,-0.09938317652559227
212,-0.09938317652559227
213,-0.09938317652559227
214,-0.09938317652559227
215,-2.4122132889258903
216,-0.09938317652559227
217,-0.09938317652559227
218,-2.412372517678428
219,-0.09938317652559227
220,-2.4125281469837536
221,-2.4126792098171634
222,-0.09938317652559227
223,-2.412800392638127
224,-0.09938317652559227
225,-2.412925064874609
226,-0.09938317652559227
227,-2.4130486238012434
228,-0.09938317652559227
229,-2.4131605040274677
230,-0.09938317652559227
231,-0.09938317652559227
232,-0.09938317652559227
233,-0.09938317652559227
234,-0.09938317652559227
235,-2.4132967883199323
236,-0.09938317652559227
237,-0.09938317652559227
238,-0.09938317652559227
239,-0.09938317652559227
240,-2.413429098556108
241,-0.09938317652559227
242,-0.09938317652559227
243,-0.09938317652559227
244,-0.09938317652559227
245,-2.413556549933258
246,-0.09938317652559227
247,-0.09938317652559227
248,-2.413699275790719
249,-0.09938317652559227
250,-0.09938317652559227
251,-0.09938317652559227
252,-0.09938317652559227
253,-0.09938317652559227
254,-0.09938317652559227
255,-2.413838884342925
256,-0.09938317652559227
257,-0.09938317652559227
258,-0.09938317652559227
259,-2.413965454050722
260,-0.09938317652559227
261,-0.09938317652559227
262,-0.09938317652559227
263,-0.09938317652559227
264,-0.09938317652559227
265,-0.09938317652559227
266,-0.09938317652559227
267,-0.09938317652559227
268,-0.09938317652559227
269,-2.414095868085404
270,-0.09938317652559227
271,-2.414210150259931
272,-0.09938317652559227
273,-0.09938317652559227
274,-2.4143047675913354
275,-0.09938317652559227
276,-0.09938317652559227
277,-0.09938317652559227
278,-2.414378560863951
279,-0.09938317652559227
280,-0.09938317652559227
281,-0.09938317652559227
282,-2.4144993852908616
283,-0.09938317652559227
284,-2.4146148570959394
285,-0.09938317652559227
286,-2.4146702448540918
287,-0.09938317652559227
288,-2.4146667010366456
289,-2.4146432953054013
290,-0.09938317652559227
291,-0.09938317652559227
292,-0.09938317652559227
293,-0.09938317652559227
294,-2.414622633443805
295,-2.4145664085129934
296,-0.09938317652559227
297,-2.4145237311420638
298,-0.09938317652559227
299,-0.09938317652559227
300,-0.09938317652559227
301,-2.414448294300761
302,-0.09938317652559227
303,-0.09938317652559227
304,-0.09938317652559227
305,-0.09938317652559227
306,-2.414367220296748
307,-0.09938317652559227
308,-0.09938317652559227
309,-2.414287942883648
310,-0.09938317652559227
311,-2.4141768170276614
312,-0.09938317652559227
313,-0.09938317652559227
314,-0.09938317652559227
315,-2.4140795185569095
316,-2.4139960995378846
317,-0.09938317652559227
318,-2.413920044726783
319,-2.4138176995155263
320,-0.09938317652559227
321,-2.413751106124825
322,-2.413678291285149
323,-2.4135928824069
324,-0.09938317652559227
325,-2.4135058525752187
326,-0.09938317652559227
327,-0.09938317652559227
328,-2.413425454712859
329,-0.09938317652559227
330,-0.09938317652559227
331,-0.09938317652559227
332,-0.09938317652559227
333,-0.09938317652559227
334,-0.09938317652559227
335,-0.09938317652559227
336,-0.09938317652559227
337,-2.413333005947546
338,-0.09938317652559227
339,-2.4131723675221726
340,-2.413006413260916
341,-0.09938317652559227
342,-0.09938317652559227
343,-0.09938317652559227
344,-2.412866614441499
345,-2.4127113732930003
346,-0.09938317652559227
347,-0.09938317652559227
348,-2.412549452968219
349,-0.09938317652559227
350,-0.09938317652559227
351,-0.09938317652559227
352,-0.09938317652559227
353,-2.4123969711213977
354,-0.09938317652559227
355,-0.09938317652559227
356,-0.09938317652559227
357,-0.09938317652559227
358,-2.412232643082993
359,-2.4120583134315874
360,-2.4118809121270015
361,-2.411686295433957
362,-0.09938317652559227
363,-2.411518446002522
364,-0.09938317652559227
365,-0.09938317652559227
366,-2.411330129815968
367,-0.09938317652559227
368,-0.09938317652559227
369,-0.09938317652559227
370,-0.09938317652559227
371,-2.411118288029126
372,-0.09938317652559227
373,-2.4109201518809833
374,-2.4106931937904323
375,-0.09938317652559227
376,-0.09938317652559227
377,-0.09938317652559227
378,-2.4104746693141355
379,-2.410228589920819
380,-0.09938317652559227
381,-0.09938317652559227
382,-0.09938317652559227
383,-0.09938317652559227
384,-0.09938317652559227
385,-0.09938317652559227
386,-2.4099649590127123
387,-0.09938317652559227
388,-0.09938317652559227
389,-0.09938317652559227
390,-0.09938317652559227
391,-0.09938317652559227
392,-0.09938317652559227
393,-0.09938317652559227
394,-2.4097033059030197
395,-0.09938317652559227
396,-2.4094224636576143
397,-0.09938317652559227
398,-2.4091525884704135
399,-0.09938317652559227
400,-2.408890020780534
401,-0.09938317652559227
402,-2.408593055511359
403,-0.09938317652559227
404,-2.4082904318705234
405,-0.09938317652559227
406,-0.09938317652559227
407,-0.09938317652559227
408,-0.09938317652559227
409,-0.09938317652559227
410,-2.4079797976069233
411,-0.09938317652559227
412,-0.09938317652559227
413,-2.4076657644781507
414,-0.09938317652559227
415,-0.09938317652559227
416,-0.09938317652559227
417,-2.4073369439826204
418,-2.407003697840656
419,-0.09938317652559227
420,-0.09938317652559227
421,-0.09938317652559227
422,-0.09938317652559227
423,-2.4066339899586953
424,-2.406267109760033
425,-2.4058985959677432
426,-2.405556650432079
427,-2.405239837456477
428,-0.09938317652559227
429,-2.4049146404272865
430,-0.09938317652559227
431,-0.09938317652559227
432,-0.09938317652559227
433,-0.09938317652559227
434,-0.09938317652559227
435,-0.09938317652559227
436,-2.404596140146686
437,-2.40447053339396
438,-2.4043027722553187
439,-2.404118151608283
440,-2.4039311430016026
441,-2.403772965757398
442,-0.09938317652559227
443,-0.09938317652559227
444,-2.4036984035554507
445,-0.09938317652559227
446,-0.09938317652559227
447,-2.403538734374447
448,-2.403372880741081
449,-0.09938317652559227
450,-0.09938317652559227
451,-2.4032374094307554
452,-0.09938317652559227
453,-2.4030282811457244
454,-2.4027913681005826
455,-0.09938317652559227
456,-2.4026099285943188
457,-0.09938317652559227
458,-0.09938317652559227
459,-0.09938317652559227
460,-0.09938317652559227
461,-0.09938317652559227
462,-0.09938317652559227
463,-0.09938317652559227
464,-0.09938317652559227
465,-0.09938317652559227
466,-2.4024526716457655
467,-0.09938317652559227
468,-0.09938317652559227
469,-0.09938317652559227
470,-2.402263411803452
471,-0.09938317652559227
472,-2.4020601698429127
473,-2.401911858437548
474,-0.09938317652559227
475,-0.09938317652559227
476,-0.09938317652559227
477,-0.09938317652559227
478,-0.09938317652559227
479,-2.4017236166878804
480,-0.09938317652559227
481,-0.09938317652559227
482,-0.09938317652559227
483,-0.09938317652559227
484,-0.09938317652559227
485,-0.09938317652559227
486,-0.09938317652559227
487,-0.09938317652559227
488,-0.09938317652559227
489,-2.40152692248006
490,-0.09938317652559227
491,-0.09938317652559227
492,-0.09938317652559227
493,-2.401251804742664
494,-0.09938317652559227
495,-0.09938317652559227
496,-2.4009794601573677
497,-2.400735112847447
498,-2.4005092907894108
499,-2.4002356932995594
500,-0.09938317652559227
501,-0.09938317652559227
502,-2.3999493570862467
503,-0.09938317652559227
504,-0.09938317652559227
505,-0.09938317652559227
506,-0.09938317652559227
507,-0.09938317652559227
508,-0.09938317652559227
509,-0.09938317652559227
510,-0.09938317652559227
511,-2.3996569318871694
512,-0.09938317652559227
513,-2.399309874274738
514,-0.09938317652559227
515,-0.09938317652559227
516,-0.09938317652559227
517,-0.09938317652559227
518,-2.3989271039439872
519,-2.3985749345687957
520,-0.09938317652559227
521,-2.3982919187045013
522,-2.398081763782587
523,-0.09938317652559227
524,-0.09938317652559227
525,-0.09938317652559227
526,-0.09938317652559227
527,-2.3978365824178374
528,-0.09938317652559227
529,-0.09938317652559227
530,-0.09938317652559227
531,-0.09938317652559227
532,-0.09938317652559227
533,-0.09938317652559227
534,-2.3975882762142513
535,-0.09938317652559227
536,-0.09938317652559227
537,-2.3973058717914606
538,-0.09938317652559227
539,-2.3970516215052338
540,-2.396700268207027
541,-2.3963665547095188
542,-0.09938317652559227
543,-0.09938317652559227
544,-0.09938317652559227
545,-0.09938317652559227
546,-2.3960593255914886
547,-0.09938317652559227
548,-0.09938317652559227
549,-0.09938317652559227
550,-2.3957850857199565
551,-0.09938317652559227
552,-2.395472193988078
553,-2.395161460842474
554,-2.3948165755015265
555,-0.09938317652559227
556,-0.09938317652559227
557,-0.09938317652559227
558,-0.09938317652559227
559,-0.09938317652559227
560,-0.09938317652559227
561,-0.09938317652559227
562,-0.09938317652559227
563,-0.09938317652559227
564,-2.394427121582054
565,-0.09938317652559227
566,-0.09938317652559227
567,-0.09938317652559227
568,-0.09938317652559227
569,-0.09938317652559227
570,-0.09938317652559227
571,-0.09938317652559227
572,-0.09938317652559227
573,-0.09938317652559227
574,-2.393994269483724
575,-2.393613639672678
576,-0.09938317652559227
577,-0.09938317652559227
578,-0.09938317652559227
579,-2.3932359501138345
580,-0.09938317652559227
581,-0.09938317652559227
582,-2.3928293420527535
583,-0.09938317652559227
584,-0.09938317652559227
585,-0.09938317652559227
586,-0.09938317652559227
587,-0.09938317652559227
588,-2.3923630594531664
589,-2.3918551646853756
590,-0.09938317652559227
591,-0.09938317652559227
592,-0.09938317652559227
593,-2.3913347995777405
594,-0.09938317652559227
595,-0.09938317652559227
596,-2.3907769862313377
597,-0.09938317652559227
598,-0.09938317652559227
599,-0.09938317652559227
600,-0.09938317652559227
601,-2.3902267673591777
602,-2.3897151602901774
603,-0.09938317652559227
604,-0.09938317652559227
605,-0.09938317652559227
606,-0.09938317652559227
607,-0.09938317652559227
608,-0.09938317652559227
609,-0.09938317652559227
610,-0.09938317652559227
611,-0.09938317652559227
612,-2.389136380355015
613,-0.09938317652559227
614,-0.09938317652559227
615,-0.09938317652559227
616,-0.09938317652559227
617,-2.3885613469825935
618,-0.09938317652559227
619,-0.09938317652559227
620,-2.3879445203800884
621,-0.09938317652559227
622,-2.387253217686732
623,-0.09938317652559227
624,-2.3865821312287427
625,-2.385907087469472
626,-2.385188628060608
627,-2.384435916233964
628,-0.09938317652559227
629,-2.38361102355557
630,-0.09938317652559227
631,-2.3827994841161244
632,-0.09938317652559227
633,-2.3820335994721034
634,-0.09938317652559227
635,-0.09938317652559227
636,-0.09938317652559227
637,-0.09938317652559227
638,-0.09938317652559227
639,-2.381211350851032
640,-2.3803725496279236
641,-2.379501964193555
642,-2.378607217277437
643,-0.09938317652559227
644,-2.3777036819170707
645,-0.09938317652559227
646,-0.09938317652559227
647,-0.09938317652559227
648,-2.3768642264105213
649,-2.3759890507535197
650,-0.09938317652559227
651,-0.09938317652559227
652,-2.3751577756820286
653,-0.09938317652559227
654,-2.374279845786935
655,-0.09938317652559227
656,-0.09938317652559227
657,-0.09938317652559227
658,-0.09938317652559227
659,-0.09938317652559227
660,-2.3733444999969247
661,-2.372385462866369
662,-2.3714426992180906
663,-2.3704619563057965
664,-0.09938317652559227
665,-0.09938317652559227
666,-2.369539689410243
667,-2.3685728662846035
668,-2.367578132677415
669,-2.3665616824243845
670,-0.09938317652559227
671,-0.09938317652559227
672,-2.3655066891951155
673,-2.3644485401514035
674,-0.09938317652559227
675,-0.09938317652559227
676,-0.09938317652559227
677,-0.09938317652559227
678,-0.09938317652559227
679,-0.09938317652559227
680,-0.09938317652559227
681,-2.3634329080862124
682,-2.3624631872641197
683,-0.09938317652559227
684,-2.36149029686758
685,-2.360475461141358
686,-2.359458124816797
687,-0.09938317652559227
688,-0.09938317652559227
689,-2.3584270123151567
690,-2.357413647888813
691,-2.356406276208037
692,-0.09938317652559227
693,-0.09938317652559227
694,-0.09938317652559227
695,-2.3554171322408
696,-0.09938317652559227
697,-0.09938317652559227
698,-2.354410767896821
699,-0.09938317652559227
700,-2.3534380439645317
701,-0.09938317652559227
702,-0.09938317652559227
703,-2.352406885395201
704,-2.351372782605175
705,-2.350302341038309
706,-2.3492002143952164
707,-2.3480926651521297
708,-0.09938317652559227
709,-0.09938317652559227
710,-2.3470144394550876
711,-0.09938317652559227
712,-2.3459022062365342
713,-0.09938317652559227
714,-2.344717886298573
715,-0.09938317652559227
716,-2.3434743613657463
717,-2.342150283040915
718,-0.09938317652559227
719,-2.340804613709512
720,-0.09938317652559227
721,-0.09938317652559227
722,-0.09938317652559227
723,-2.339494660455715
724,-2.338158714297706
725,-0.09938317652559227
726,-0.09938317652559227
727,-0.09938317652559227
728,-2.336883687039652
729,-2.3356090892041226
730,-0.09938317652559227
731,-2.334296818938004
732,-2.3329928045794635
733,-2.3316647772360612
734,-0.09938317652559227
735,-0.09938317652559227
736,-2.3302873917440654
737,-0.09938317652559227
738,-2.3288940843824895
739,-2.3275252459981948
740,-0.09938317652559227
741,-0.09938317652559227
742,-0.09938317652559227
743,-0.09938317652559227
744,-0.09938317652559227
745,-0.09938317652559227
746,-2.3261487905037113
747,-0.09938317652559227
748,-0.09938317652559227
749,-2.3247473722482157
750,-0.09938317652559227
751,-0.09938317652559227
752,-0.09938317652559227
753,-2.323377601060187
754,-0.09938317652559227
755,-2.321969046530161
756,-2.320545958505275
757,-0.09938317652559227
758,-0.09938317652559227
759,-2.319162349421756
760,-0.09938317652559227
761,-0.09938317652559227
762,-0.09938317652559227
763,-0.09938317652559227
764,-2.3177621742087626
765,-0.09938317652559227
766,-0.09938317652559227
767,-2.3163934498681518
768,-2.3149795632333956
769,-0.09938317652559227
770,-2.313525036393299
771,-2.3120306360280574
772,-0.09938317652559227
773,-2.3104675435768787
774,-2.30885648428731
775,-0.09938317652559227
776,-0.09938317652559227
777,-0.09938317652559227
778,-2.3072959597731164
779,-0.09938317652559227
780,-2.305752054539257
781,-0.09938317652559227
782,-0.09938317652559227
783,-0.09938317652559227
784,-2.304186777686146
785,-0.09938317652559227
786,-0.09938317652559227
787,-0.09938317652559227
788,-0.09938317652559227
789,-0.09938317652559227
790,-0.09938317652559227
791,-0.09938317652559227
792,-2.3025687546847413
793,-2.300906607046923
794,-2.2992729067803155
795,-2.297613067558441
796,-2.2959171614712535
797,-2.2941875620217855
798,-2.2924349316788195
799,-2.2906518867536705
800,-2.2888513147150626
801,-2.2870241271143152
802,-0.09938317652559227
803,-0.09938317652559227
804,-0.09938317652559227
805,-2.2852236307585043
806,-0.09938317652559227
807,-0.09938317652559227
808,-0.09938317652559227
809,-2.2833984744083446
810,-2.281557025976299
811,-2.2797524877529813
812,-0.09938317652559227
813,-0.09938317652559227
814,-0.09938317652559227
815,-0.09938317652559227
816,-0.09938317652559227
817,-0.09938317652559227
818,-2.2779673258495663
819,-2.2761551059560547
820,-2.2742865500630374
821,-2.272407724491944
822,-2.27058409883385
823,-0.09938317652559227
824,-0.09938317652559227
825,-2.268763918244481
826,-0.09938317652559227
827,-0.09938317652559227
828,-2.266908963055016
829,-2.265037736323834
830,-2.2630746747848933
831,-0.09938317652559227
832,-0.09938317652559227
833,-0.09938317652559227
834,-0.09938317652559227
835,-0.09938317652559227
836,-2.2611167134567722
837,-2.25920326954391
838,-0.09938317652559227
839,-0.09938317652559227
840,-2.2572726977608712
841,-0.09938317652559227
842,-0.09938317652559227
843,-0.09938317652559227
844,-2.2553462886404976
845,-0.09938317652559227
846,-2.2533541301955315
847,-0.09938317652559227
848,-0.09938317652559227
849,-2.25142457618358
850,-2.249465290888017
851,-0.09938317652559227
852,-0.09938317652559227
853,-0.09938317652559227
854,-0.09938317652559227
855,-2.2474374917444293
856,-0.09938317652559227
857,-0.09938317652559227
858,-0.09938317652559227
859,-0.09938317652559227
860,-0.09938317652559227
861,-0.09938317652559227
862,-0.09938317652559227
863,-2.245431341048728
864,-2.243348183954764
865,-0.09938317652559227
866,-0.09938317652559227
867,-0.09938317652559227
868,-0.09938317652559227
869,-0.09938317652559227
870,-0.09938317652559227
871,-2.2412289062873385
872,-0.09938317652559227
873,-2.239101075174493
874,-0.09938317652559227
875,-0.09938317652559227
876,-0.09938317652559227
877,-0.09938317652559227
878,-2.236956148860863
879,-0.09938317652559227
880,-2.2348605045892302
881,-0.09938317652559227
882,-0.09938317652559227
883,-2.2327280677329093
884,-0.09938317652559227
885,-2.230645141813298
886,-0.09938317652559227
887,-0.09938317652559227
888,-0.09938317652559227
889,-2.2285675380858754
890,-2.2264811395932314
891,-0.09938317652559227
892,-0.09938317652559227
893,-2.2243766271988483
894,-0.09938317652559227
895,-0.09938317652559227
896,-0.09938317652559227
897,-0.09938317652559227
898,-2.2223154334911936
899,-0.09938317652559227
900,-2.2202298454368843
901,-0.09938317652559227
902,-2.2181626804537435
903,-2.2160501472622998
904,-2.213886918731094
905,-2.21177314006271
906,-0.09938317652559227
907,-2.209645554689335
908,-0.09938317652559227
909,-2.2074631981598727
910,-0.09938317652559227
911,-2.205222543394204
912,-0.09938317652559227
913,-0.09938317652559227
914,-2.20289509729308
915,-0.09938317652559227
916,-2.2005565646028957
917,-2.198187148694029
918,-0.09938317652559227
919,-0.09938317652559227
920,-2.1958603301927533
921,-2.1935791116028978
922,-2.19128404094067
923,-2.188938563234864
924,-2.186534255251177
925,-2.184098715086924
926,-0.09938317652559227
927,-0.09938317652559227
928,-0.09938317652559227
929,-0.09938317652559227
930,-0.09938317652559227
931,-2.1816483753519194
932,-0.09938317652559227
933,-2.1792125044347435
934,-0.09938317652559227
935,-2.1767394382856513
936,-2.1742841218519904
937,-0.09938317652559227
938,-2.171818036299111
939,-0.09938317652559227
940,-2.1693598314430127
941,-0.09938317652559227
942,-2.166886668046812
943,-0.09938317652559227
944,-0.09938317652559227
945,-0.09938317652559227
946,-0.09938317652559227
947,-0.09938317652559227
948,-0.09938317652559227
949,-0.09938317652559227
950,-2.1643708260127226
951,-2.1618696475138783
952,-0.09938317652559227
953,-2.159378710706839
954,-2.156854092803422
955,-0.09938317652559227
956,-2.1542758949349587
957,-0.09938317652559227
958,-0.09938317652559227
959,-2.151618394883955
960,-0.09938317652559227
961,-0.09938317652559227
962,-0.09938317652559227
963,-0.09938317652559227
964,-0.09938317652559227
965,-0.09938317652559227
966,-0.09938317652559227
967,-0.09938317652559227
968,-2.1489145396016176
969,-0.09938317652559227
970,-2.146206071154211
971,-0.09938317652559227
972,-2.1435535332018625
973,-2.140922922163349
974,-0.09938317652559227
975,-0.09938317652559227
976,-0.09938317652559227
977,-0.09938317652559227
978,-0.09938317652559227
979,-0.09938317652559227
980,-0.09938317652559227
981,-2.138287428676752
982,-0.09938317652559227
983,-0.09938317652559227
984,-0.09938317652559227
985,-0.09938317652559227
986,-0.09938317652559227
987,-0.09938317652559227
988,-0.09938317652559227
989,-2.135605608193053
990,-0.09938317652559227
991,-0.09938317652559227
992,-0.09938317652559227
993,-0.09938317652559227
994,-2.132935121070049
995,-0.09938317652559227
996,-2.1302676031914856
997,-2.127659583560587
998,-2.1249917312539384
999,-0.09938317652559227
1000,-0.09938317652559227
1001,-2.1222985727018346
1002,-0.09938317652559227
1003,-0.09938317652559227
1004,-0.09938317652559227
1005,-0.09938317652559227
1006,-0.09938317652559227
1007,-2.1195532625818663
1008,-0.09938317652559227
1009,-2.116749258799417
1010,-0.09938317652559227
1011,-2.1138877497733053
1012,-0.09938317652559227
1013,-2.111040407561163
1014,-0.09938317652559227
1015,-0.09938317652559227
1016,-2.1082106525974913
1017,-2.1053390794885436
1018,-0.09938317652559227
1019,-2.102451192880089
1020,-2.099551540737588
1021,-0.09938317652559227
1022,-0.09938317652559227
1023,-2.096651382584584
1024,-2.0937406893788992
1025,-2.090814820952965
1026,-2.0878896275752474
1027,-0.09938317652559227
1028,-0.09938317652559227
1029,-2.0849471948302223
1030,-2.0820222966174358
1031,-0.09938317652559227
1032,-2.079091619865333
1033,-0.09938317652559227
1034,-0.09938317652559227
1035,-0.09938317652559227
1036,-0.09938317652559227
1037,-2.0761347118041695
1038,-0.09938317652559227
1039,-0.09938317652559227
1040,-0.09938317652559227
1041,-0.09938317652559227
1042,-0.09938317652559227
1043,-2.073156047088429
1044,-0.09938317652559227
1045,-2.07017019056537
1046,-2.0671632412822922
1047,-0.09938317652559227
1048,-0.09938317652559227
1049,-0.09938317652559227
1050,-0.09938317652559227
1051,-2.0641781670366766
1052,-2.0612150575130914
1053,-0.09938317652559227
1054,-2.0582505667226783
1055,-0.09938317652559227
1056,-0.09938317652559227
1057,-0.09938317652559227
1058,-0.09938317652559227
1059,-2.055228544859714
1060,-0.09938317652559227
1061,-0.09938317652559227
1062,-2.052201261681091
1063,-2.049225899089425
1064,-0.09938317652559227
1065,-0.09938317652559227
1066,-0.09938317652559227
1067,-2.0463069426140805
1068,-0.09938317652559227
1069,-2.0433720093312
1070,-0.09938317652559227
1071,-0.09938317652559227
1072,-2.0404271054684804
1073,-0.09938317652559227
1074,-0.09938317652559227
1075,-0.09938317652559227
1076,-2.0375299872582593
1077,-2.034598685442323
1078,-0.09938317652559227
1079,-0.09938317652559227
1080,-0.09938317652559227
1081,-0.09938317652559227
1082,-0.09938317652559227
1083,-0.09938317652559227
1084,-2.0316796191734627
1085,-0.09938317652559227
1086,-0.09938317652559227
1087,-2.0287722818445864
1088,-0.09938317652559227
1089,-2.0258506088775814
1090,-0.09938317652559227
1091,-2.022962163336983
1092,-2.0200411870249044
1093,-2.0170863547096016
1094,-2.014140409362357
1095,-0.09938317652559227
1096,-2.0112024840561546
1097,-2.0082086166580417
1098,-0.09938317652559227
1099,-0.09938317652559227
1100,-0.09938317652559227
1101,-0.09938317652559227
1102,-0.09938317652559227
1103,-2.0052331577738594
1104,-2.002250677866289
1105,-0.09938317652559227
1106,-1.9992725121890498
1107,-0.09938317652559227
1108,-1.9962707155872232
1109,-1.9932887632571408
1110,-0.09938317652559227
1111,-0.09938317652559227
1112,-0.09938317652559227
1113,-1.990378697783936
1114,-0.09938317652559227
1115,-1.987458320971563
1116,-0.09938317652559227
1117,-1.984516181769585
1118,-0.09938317652559227
1119,-1.9815883310257438
1120,-0.09938317652559227
1121,-0.09938317652559227
1122,-0.09938317652559227
1123,-1.978644372348858
1124,-1.9756799818538673
1125,-1.9727157677194151
1126,-0.09938317652559227
1127,-0.09938317652559227
1128,-0.09938317652559227
1129,-1.969760005844027
1130,-1.9667974719458783
1131,-1.9638585380954101
1132,-1.9608858680813324
1133,-1.9579243606543697
1134,-1.954964619756077
1135,-1.9519640276974453
1136,-0.09938317652559227
1137,-0.09938317652559227
1138,-0.09938317652559227
1139,-1.9490099054653964
1140,-0.09938317652559227
1141,-0.09938317652559227
1142,-1.9460413145688231
1143,-0.09938317652559227
1144,-1.9430921195782898
1145,-1.9401651230718546
1146,-0.09938317652559227
1147,-1.9372251950113668
1148,-0.09938317652559227
1149,-0.09938317652559227
1150,-0.09938317652559227
1151,-0.09938317652559227
1152,-0.09938317652559227
1153,-0.09938317652559227
1154,-1.9343044417089401
1155,-0.09938317652559227
1156,-1.9313681854757188
1157,-1.9284252379555527
1158,-0.09938317652559227
1159,-0.09938317652559227
1160,-1.9255170967412232
1161,-0.09938317652559227
1162,-0.09938317652559227
1163,-0.09938317652559227
1164,-0.09938317652559227
1165,-0.09938317652559227
1166,-0.09938317652559227
1167,-0.09938317652559227
