# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,44.754768,0.004652,44.754768,0.004652,44.754768,0.004652
20,46.457766,0.004434,52.861035,0.000736,54.155313,0.004271
30,46.866485,0.007612,61.171662,0.014867,56.811989,0.010473
40,57.220708,0.000117,61.307902,0.010794,55.449591,0.008868
50,55.177112,0.002027,60.422343,0.009812,56.811989,0.004563
60,53.405995,0.001887,62.125341,0.011535,57.697548,0.004029
70,53.882834,0.004063,63.079019,0.010419,55.722071,0.000900
80,56.062670,0.003129,62.942779,0.009750,57.425068,0.002042
90,57.288828,0.004620,62.465940,0.008810,59.264305,0.003969
100,55.177112,0.003867,61.103542,0.015891,60.354223,0.004193
110,57.901907,0.003759,61.103542,0.015650,60.081744,0.008136
120,56.811989,0.005201,62.125341,0.016136,59.196185,0.012872
130,56.198910,0.003836,62.465940,0.017095,58.719346,0.011680
140,57.493188,0.005019,63.215259,0.015830,59.264305,0.010845
150,59.741144,0.003406,61.444142,0.018171,60.286104,0.014201
160,57.084469,0.007822,61.444142,0.018532,62.670300,0.017858
170,56.948229,0.007378,62.261580,0.018123,63.147139,0.019652
180,60.967302,0.003163,63.351499,0.013367,65.258856,0.021237
190,60.831063,0.002975,63.419619,0.014087,65.326975,0.021076
200,61.239782,0.005333,64.577657,0.017639,64.168937,0.021254
210,61.171662,0.004615,64.441417,0.015017,64.373297,0.020603
220,61.716621,0.003805,63.623978,0.013801,64.373297,0.020142
230,61.648501,0.003079,63.010899,0.015471,64.441417,0.018708
240,60.762943,0.003324,63.555858,0.018459,64.986376,0.018650
250,60.831063,0.003429,63.419619,0.018538,64.168937,0.021844
260,60.967302,0.003363,63.283379,0.016881,64.577657,0.019660
270,60.967302,0.003363,63.555858,0.016091,64.577657,0.020179
280,60.967302,0.003157,63.419619,0.016076,64.782016,0.019148
290,60.967302,0.003157,63.487738,0.018685,63.896458,0.017425
300,61.103542,0.003144,63.487738,0.015531,65.190736,0.014408
310,61.035422,0.003218,62.874659,0.019180,64.986376,0.014174
320,61.171662,0.003411,63.419619,0.022589,64.782016,0.013376
330,61.512262,0.004089,65.122616,0.019201,65.122616,0.015510
340,61.171662,0.003739,64.713896,0.018225,64.713896,0.013388
350,60.899183,0.003369,64.986376,0.017038,65.258856,0.016965
360,60.967302,0.003143,65.258856,0.019076,65.395095,0.016712
370,60.558583,0.003157,64.782016,0.020900,65.395095,0.015445
380,60.831063,0.003453,64.577657,0.020706,65.190736,0.014913
390,59.468665,0.003511,64.373297,0.022150,65.054496,0.016097
400,58.242507,0.002910,64.577657,0.022218,65.940054,0.017001
410,58.514986,0.002851,64.645777,0.022150,65.531335,0.015868
420,58.719346,0.002752,64.782016,0.021746,65.871935,0.016619
430,58.719346,0.002094,65.122616,0.020785,65.326975,0.017292
440,58.583106,0.002555,65.463215,0.022503,65.803815,0.015762
450,61.103542,0.004109,65.735695,0.021407,66.076294,0.016631
460,62.874659,0.007533,66.757493,0.020043,66.144414,0.015607
470,63.828338,0.013724,66.757493,0.019449,65.803815,0.015513
480,63.964578,0.015816,66.961853,0.020084,66.144414,0.017321
490,64.100817,0.017454,67.029973,0.019733,65.599455,0.015773
500,63.010899,0.008875,67.438692,0.020880,66.076294,0.016904
