# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,44.754768,0.004652,44.754768,0.004652,44.754768,0.004652
20,47.888283,0.001342,48.910082,0.000250,54.155313,0.004271
30,53.474114,0.000472,61.512262,0.010319,56.811989,0.010473
40,56.811989,0.000579,61.648501,0.012090,55.449591,0.008868
50,56.880109,0.003330,64.237057,0.016248,56.811989,0.004563
60,55.108992,0.002690,62.602180,0.015827,57.697548,0.004029
70,58.719346,0.004538,62.738420,0.016085,55.722071,0.000900
80,60.354223,0.006387,65.326975,0.019855,57.425068,0.002042
90,62.125341,0.008554,62.329700,0.021525,59.264305,0.003969
100,57.833787,0.005075,62.329700,0.014577,60.354223,0.004193
110,57.016349,0.006959,63.215259,0.013267,60.081744,0.008136
120,54.495913,0.004539,62.465940,0.012361,59.196185,0.012872
130,57.152589,0.006352,63.555858,0.012730,58.719346,0.011680
140,55.040872,0.005058,62.125341,0.012932,59.264305,0.010845
150,54.972752,0.004104,62.261580,0.014034,60.286104,0.014201
160,56.130790,0.005536,62.534060,0.014208,62.670300,0.017858
170,57.084469,0.006292,62.193460,0.015189,63.147139,0.019652
180,58.583106,0.005240,63.215259,0.015927,65.258856,0.021237
190,60.149864,0.002737,63.215259,0.014686,65.326975,0.021076
200,60.217984,0.002645,64.577657,0.016476,64.168937,0.021254
210,59.673025,0.002269,64.100817,0.016209,64.373297,0.020603
220,59.877384,0.002901,64.100817,0.015331,64.373297,0.020142
230,59.468665,0.003315,63.896458,0.014756,64.441417,0.018708
240,59.945504,0.002888,63.419619,0.015693,64.986376,0.018650
250,60.013624,0.004272,64.237057,0.014952,64.168937,0.021844
260,59.945504,0.004397,63.010899,0.014904,64.577657,0.019660
270,60.286104,0.003562,63.147139,0.015693,64.577657,0.020179
280,60.286104,0.003330,62.942779,0.014231,64.782016,0.019148
290,59.945504,0.002241,63.283379,0.014721,63.896458,0.017425
300,60.490463,0.002556,63.351499,0.015658,65.190736,0.014408
310,60.081744,0.002213,63.487738,0.017198,64.986376,0.014174
320,60.354223,0.003003,63.283379,0.016835,64.782016,0.013376
330,60.354223,0.002789,63.419619,0.016147,65.122616,0.015510
340,60.217984,0.003648,63.623978,0.016505,64.713896,0.013388
350,60.490463,0.003616,63.283379,0.017018,65.258856,0.016965
360,60.831063,0.002673,63.828338,0.016385,65.395095,0.016712
370,60.490463,0.003128,63.828338,0.016122,65.395095,0.015445
380,60.899183,0.002956,64.100817,0.015778,65.190736,0.014913
390,60.490463,0.003402,64.782016,0.019632,65.054496,0.016097
400,60.354223,0.003319,65.054496,0.019958,65.940054,0.017001
410,60.354223,0.003080,64.986376,0.015620,65.531335,0.015868
420,58.787466,0.003061,64.713896,0.018669,65.871935,0.016619
430,58.855586,0.003361,64.373297,0.016687,65.326975,0.017292
440,60.286104,0.002991,64.782016,0.017050,65.803815,0.015762
450,60.286104,0.002991,65.326975,0.015624,66.076294,0.016631
460,59.332425,0.003200,65.054496,0.016860,66.144414,0.015607
470,59.877384,0.003214,65.463215,0.017597,65.803815,0.015513
480,59.468665,0.003349,65.599455,0.017845,66.144414,0.017321
490,60.149864,0.003524,65.463215,0.018125,65.599455,0.015773
500,61.920981,0.004923,64.850136,0.018440,66.076294,0.016904
