# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,44.754768,0.004652,44.754768,0.004652,44.754768,0.004652
20,46.525886,0.001840,57.561308,0.001670,54.155313,0.004271
30,53.950954,0.001034,62.602180,0.013904,56.811989,0.010473
40,58.038147,0.002082,55.245232,0.004573,55.449591,0.008868
50,55.994550,0.005021,53.678474,0.001704,56.811989,0.004563
60,55.926431,0.004545,53.882834,0.003920,57.697548,0.004029
70,57.629428,0.002573,55.585831,0.008112,55.722071,0.000900
80,58.242507,0.002140,53.678474,0.005177,57.425068,0.002042
90,56.880109,0.001258,54.495913,0.005707,59.264305,0.003969
100,58.719346,0.002752,61.580381,0.017496,60.354223,0.004193
110,55.653951,0.006007,61.307902,0.018437,60.081744,0.008136
120,56.743869,0.007297,61.580381,0.016755,59.196185,0.012872
130,55.994550,0.006700,62.125341,0.013795,58.719346,0.011680
140,56.267030,0.007574,61.716621,0.018088,59.264305,0.010845
150,57.493188,0.007045,62.057221,0.018488,60.286104,0.014201
160,55.926431,0.005671,64.509537,0.020477,62.670300,0.017858
170,56.403270,0.007327,64.237057,0.021607,63.147139,0.019652
180,57.356948,0.006182,64.032698,0.015966,65.258856,0.021237
190,57.629428,0.005850,63.555858,0.017869,65.326975,0.021076
200,59.264305,0.004930,63.828338,0.018608,64.168937,0.021254
210,59.128065,0.005235,63.896458,0.019660,64.373297,0.020603
220,59.536785,0.003582,63.079019,0.017654,64.373297,0.020142
230,57.697548,0.006454,63.283379,0.018394,64.441417,0.018708
240,59.128065,0.005597,63.760218,0.021237,64.986376,0.018650
250,59.468665,0.004126,63.419619,0.018728,64.168937,0.021844
260,59.809264,0.005257,64.373297,0.020299,64.577657,0.019660
270,59.264305,0.003678,63.351499,0.016661,64.577657,0.020179
280,59.196185,0.003470,62.738420,0.015691,64.782016,0.019148
290,58.855586,0.003065,63.351499,0.016888,63.896458,0.017425
300,58.855586,0.003468,63.692098,0.016181,65.190736,0.014408
310,59.468665,0.003663,63.147139,0.015562,64.986376,0.014174
320,59.332425,0.003065,63.760218,0.017214,64.782016,0.013376
330,59.264305,0.003979,64.237057,0.017967,65.122616,0.015510
340,59.128065,0.003361,64.918256,0.019113,64.713896,0.013388
350,59.264305,0.003582,64.986376,0.018613,65.258856,0.016965
360,59.264305,0.002722,65.871935,0.019087,65.395095,0.016712
370,58.787466,0.005272,66.008174,0.019068,65.395095,0.015445
380,58.991826,0.005787,65.531335,0.019730,65.190736,0.014913
390,58.446866,0.005395,65.463215,0.019505,65.054496,0.016097
400,58.991826,0.002986,66.076294,0.019844,65.940054,0.017001
410,58.991826,0.004894,66.825613,0.020306,65.531335,0.015868
420,58.991826,0.004894,66.825613,0.019865,65.871935,0.016619
430,59.673025,0.003911,67.029973,0.020776,65.326975,0.017292
440,61.376022,0.006049,67.302452,0.020537,65.803815,0.015762
450,65.190736,0.008637,67.098093,0.020531,66.076294,0.016631
460,65.667575,0.008340,66.825613,0.023413,66.144414,0.015607
470,63.283379,0.006902,66.825613,0.020544,65.803815,0.015513
480,64.441417,0.008032,67.302452,0.020189,66.144414,0.017321
490,64.509537,0.009021,66.825613,0.018779,65.599455,0.015773
500,64.441417,0.007903,65.940054,0.020093,66.076294,0.016904
