# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,44.754768,0.004652,44.754768,0.004652,44.754768,0.004652
20,48.910082,0.001911,54.223433,0.001555,54.155313,0.004271
30,43.324251,0.004964,58.514986,0.002211,56.811989,0.010473
40,46.049046,0.002284,58.038147,0.001682,55.449591,0.008868
50,46.321526,0.002932,57.970027,0.001530,56.811989,0.004563
60,51.907357,0.001237,58.106267,0.000954,57.697548,0.004029
70,53.405995,0.001099,58.787466,0.003198,55.722071,0.000900
80,53.882834,0.000854,60.013624,0.007125,57.425068,0.002042
90,54.700272,0.000519,59.536785,0.007294,59.264305,0.003969
100,53.814714,0.000581,60.149864,0.010025,60.354223,0.004193
110,54.155313,0.001000,61.171662,0.007978,60.081744,0.008136
120,53.814714,0.002345,61.171662,0.008957,59.196185,0.012872
130,53.814714,0.001569,62.670300,0.010106,58.719346,0.011680
140,55.517711,0.001990,61.920981,0.014270,59.264305,0.010845
150,53.269755,0.001196,62.670300,0.018454,60.286104,0.014201
160,54.632153,0.000998,63.760218,0.013386,62.670300,0.017858
170,55.040872,0.001027,63.079019,0.013446,63.147139,0.019652
180,54.904632,0.001068,64.032698,0.013968,65.258856,0.021237
190,55.653951,0.001281,64.373297,0.013335,65.326975,0.021076
200,53.814714,0.002033,63.555858,0.013549,64.168937,0.021254
210,53.065395,0.001674,63.623978,0.013491,64.373297,0.020603
220,52.247956,0.001090,64.100817,0.016385,64.373297,0.020142
230,52.997275,0.002468,64.577657,0.014122,64.441417,0.018708
240,51.021798,0.000456,64.100817,0.017200,64.986376,0.018650
250,51.702997,0.000830,63.964578,0.013244,64.168937,0.021844
260,52.861035,0.001340,64.373297,0.015593,64.577657,0.019660
270,52.520436,0.001411,64.305177,0.015188,64.577657,0.020179
280,52.724796,0.001317,64.713896,0.016771,64.782016,0.019148
290,54.155313,0.002803,64.100817,0.014509,63.896458,0.017425
300,54.223433,0.004224,63.964578,0.013338,65.190736,0.014408
310,54.155313,0.003663,64.645777,0.013777,64.986376,0.014174
320,54.155313,0.003579,64.782016,0.014249,64.782016,0.013376
330,54.155313,0.004114,65.326975,0.015123,65.122616,0.015510
340,53.950954,0.003846,65.735695,0.016393,64.713896,0.013388
350,54.700272,0.003603,65.463215,0.015480,65.258856,0.016965
360,55.245232,0.004095,65.871935,0.018176,65.395095,0.016712
370,55.381471,0.004889,65.871935,0.016386,65.395095,0.015445
380,54.768392,0.004214,65.803815,0.016690,65.190736,0.014913
390,56.062670,0.005462,66.076294,0.018503,65.054496,0.016097
400,56.675749,0.005787,66.553134,0.017349,65.940054,0.017001
410,57.288828,0.006666,66.280654,0.016708,65.531335,0.015868
420,57.356948,0.006182,65.940054,0.017637,65.871935,0.016619
430,57.833787,0.006015,65.940054,0.016897,65.326975,0.017292
440,57.493188,0.006048,66.008174,0.016688,65.803815,0.015762
450,58.514986,0.006608,66.076294,0.017212,66.076294,0.016631
460,58.583106,0.008247,67.029973,0.018620,66.144414,0.015607
470,58.242507,0.006465,66.689373,0.017647,65.803815,0.015513
480,58.855586,0.007266,66.485014,0.018836,66.144414,0.017321
490,59.128065,0.007377,66.416894,0.018840,65.599455,0.015773
500,58.923706,0.007093,66.621253,0.020297,66.076294,0.016904
