# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,44.754768,0.004652,44.754768,0.004652,44.754768,0.004652
20,49.931880,0.008133,51.226158,0.004110,54.155313,0.004271
30,48.297003,0.000774,52.384196,0.001715,56.811989,0.010473
40,53.610354,0.003020,60.490463,0.005587,55.449591,0.008868
50,53.269755,0.002937,59.332425,0.009123,56.811989,0.004563
60,56.811989,0.002705,56.267030,0.005634,57.697548,0.004029
70,56.607629,0.001969,56.130790,0.007470,55.722071,0.000900
80,59.264305,0.003501,57.152589,0.008821,57.425068,0.002042
90,60.217984,0.006940,58.242507,0.011345,59.264305,0.003969
100,60.967302,0.007783,58.991826,0.011570,60.354223,0.004193
110,60.626703,0.006074,58.923706,0.010990,60.081744,0.008136
120,60.081744,0.005785,59.741144,0.010485,59.196185,0.012872
130,60.149864,0.006626,57.901907,0.009066,58.719346,0.011680
140,58.855586,0.006959,59.604905,0.009787,59.264305,0.010845
150,58.787466,0.006910,60.899183,0.007557,60.286104,0.014201
160,58.923706,0.005962,61.171662,0.006953,62.670300,0.017858
170,57.288828,0.006338,60.558583,0.009934,63.147139,0.019652
180,57.629428,0.006821,60.626703,0.013305,65.258856,0.021237
190,61.103542,0.009055,60.694823,0.013681,65.326975,0.021076
200,61.307902,0.008187,60.558583,0.010411,64.168937,0.021254
210,60.762943,0.007241,61.239782,0.014087,64.373297,0.020603
220,61.444142,0.007581,61.920981,0.014792,64.373297,0.020142
230,61.920981,0.007512,62.261580,0.014247,64.441417,0.018708
240,62.670300,0.007643,63.283379,0.014572,64.986376,0.018650
250,61.648501,0.009373,63.215259,0.015389,64.168937,0.021844
260,61.512262,0.009735,63.079019,0.014685,64.577657,0.019660
270,62.193460,0.009092,63.760218,0.014596,64.577657,0.020179
280,62.670300,0.007563,63.964578,0.014792,64.782016,0.019148
290,62.397820,0.008818,63.419619,0.015031,63.896458,0.017425
300,62.465940,0.008423,63.010899,0.015010,65.190736,0.014408
310,61.852861,0.009982,63.487738,0.015702,64.986376,0.014174
320,62.465940,0.008375,63.147139,0.015906,64.782016,0.013376
330,63.079019,0.009308,64.168937,0.018506,65.122616,0.015510
340,63.010899,0.008724,64.713896,0.020185,64.713896,0.013388
350,62.534060,0.008458,65.190736,0.018394,65.258856,0.016965
360,63.351499,0.011812,64.986376,0.019759,65.395095,0.016712
370,64.032698,0.015730,65.735695,0.018908,65.395095,0.015445
380,64.850136,0.020228,65.940054,0.017973,65.190736,0.014913
390,64.986376,0.020214,66.144414,0.019498,65.054496,0.016097
400,64.986376,0.022035,66.689373,0.022552,65.940054,0.017001
410,64.577657,0.020033,66.621253,0.022521,65.531335,0.015868
420,63.487738,0.012615,67.029973,0.022468,65.871935,0.016619
430,62.670300,0.008456,66.757493,0.022354,65.326975,0.017292
440,62.874659,0.010918,66.893733,0.022478,65.803815,0.015762
450,63.010899,0.008557,66.893733,0.020727,66.076294,0.016631
460,62.874659,0.009474,67.506812,0.021746,66.144414,0.015607
470,62.874659,0.009367,66.961853,0.021832,65.803815,0.015513
480,63.079019,0.009468,66.825613,0.023172,66.144414,0.017321
490,63.623978,0.011321,66.553134,0.024009,65.599455,0.015773
500,64.782016,0.013150,66.757493,0.023076,66.076294,0.016904
