# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,41.757493,0.005800,41.757493,0.005800,41.757493,0.005800
20,40.190736,0.011670,57.356948,0.012233,52.724796,0.001472
30,55.653951,0.000648,52.656676,0.000952,58.378747,0.008790
40,55.858311,0.000835,59.468665,0.008982,58.719346,0.009463
50,55.653951,0.001010,59.128065,0.009621,57.901907,0.003310
60,56.471390,0.000077,60.081744,0.008949,56.471390,0.001425
70,56.743869,0.000655,63.079019,0.015085,56.267030,0.001369
80,57.016349,0.000144,59.673025,0.011743,57.152589,0.001617
90,56.743869,0.000185,63.487738,0.013443,59.809264,0.004597
100,55.245232,0.000016,61.920981,0.013400,60.762943,0.003163
110,57.016349,0.000168,61.376022,0.011422,60.422343,0.004084
120,56.948229,0.000200,63.283379,0.012005,59.877384,0.010991
130,56.198910,0.000224,61.989101,0.014510,58.787466,0.010025
140,56.062670,0.000208,62.465940,0.014986,59.264305,0.012917
150,56.062670,0.000211,62.806540,0.014990,61.307902,0.014990
160,56.675749,0.000140,64.168937,0.013853,62.602180,0.016630
170,57.493188,0.000322,63.555858,0.017441,63.487738,0.016277
180,58.106267,0.000337,64.782016,0.015773,65.463215,0.018070
190,57.765668,0.000545,64.782016,0.014986,65.326975,0.019951
200,59.400545,0.001015,65.395095,0.015170,64.850136,0.018955
