# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,48.160763,0.002829,48.160763,0.002829,48.160763,0.002829
60,57.833787,0.004350,58.991826,0.005235,56.471390,0.001425
110,58.038147,0.000419,58.855586,0.003634,60.422343,0.004084
160,61.920981,0.003877,58.310627,0.006486,61.716621,0.015978
210,60.354223,0.006102,59.468665,0.009897,63.555858,0.018627
260,63.147139,0.016190,61.239782,0.010939,64.509537,0.017640
310,64.168937,0.019900,62.057221,0.012964,64.850136,0.014038
360,63.964578,0.018531,61.989101,0.014776,64.509537,0.015950
410,64.645777,0.016058,61.784741,0.014848,65.190736,0.016274
460,64.577657,0.018741,62.670300,0.015080,65.599455,0.014486
