# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,53.201635,0.011937,53.201635,0.011937,53.201635,0.011937
60,58.242507,0.007545,57.629428,0.006440,56.471390,0.001425
110,57.697548,0.010176,61.103542,0.011905,60.422343,0.004084
160,61.512262,0.015447,63.010899,0.014564,61.716621,0.015978
210,60.081744,0.012177,61.989101,0.012342,63.555858,0.018627
260,61.376022,0.013140,63.964578,0.016585,64.509537,0.017640
310,62.193460,0.011004,63.351499,0.015044,64.850136,0.014038
360,64.100817,0.012607,63.079019,0.015927,64.509537,0.015950
410,64.918256,0.013753,64.100817,0.017332,65.531335,0.016687
460,65.258856,0.013832,63.828338,0.015950,65.667575,0.014580
