# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,45.095368,0.000124,45.095368,0.000124,45.095368,0.000124
60,54.700272,0.000569,59.877384,0.012361,56.471390,0.001425
110,61.512262,0.014186,61.989101,0.011249,60.422343,0.004084
160,64.100817,0.020507,63.692098,0.012598,61.716621,0.015978
210,62.806540,0.018955,64.645777,0.018031,63.555858,0.018627
260,62.534060,0.022721,64.918256,0.017376,64.509537,0.017640
310,65.531335,0.021946,64.373297,0.014739,64.850136,0.014038
360,66.416894,0.021463,66.280654,0.019447,64.441417,0.015077
410,67.029973,0.020248,66.076294,0.018503,64.986376,0.014884
460,66.757493,0.020708,66.621253,0.020664,65.871935,0.015768
