# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,58.855586,0.008429,58.855586,0.008429,58.855586,0.008429
60,59.536785,0.011230,57.425068,0.012206,56.471390,0.001425
110,62.397820,0.014045,61.852861,0.015209,60.422343,0.004084
160,63.283379,0.019885,60.967302,0.015824,61.716621,0.015978
210,64.305177,0.020531,61.239782,0.016410,63.555858,0.018627
260,67.234332,0.019168,62.261580,0.015342,64.509537,0.017640
310,65.190736,0.020346,63.419619,0.019781,64.850136,0.014038
360,66.144414,0.017391,64.782016,0.020306,64.509537,0.015950
410,66.144414,0.014505,65.871935,0.019289,65.531335,0.016687
460,66.621253,0.017195,65.940054,0.021342,65.395095,0.014481
