# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,56.880109,0.001307,56.880109,0.001307,56.880109,0.001307
60,62.534060,0.004332,58.378747,0.008859,56.471390,0.001425
110,64.305177,0.016256,63.964578,0.013399,60.422343,0.004084
160,61.103542,0.009260,62.465940,0.016483,61.716621,0.015978
210,61.307902,0.008397,62.670300,0.014596,63.555858,0.018627
260,63.215259,0.013171,64.168937,0.011552,64.509537,0.017640
310,63.760218,0.013443,64.168937,0.013117,64.850136,0.014038
360,63.896458,0.016525,64.373297,0.013130,64.509537,0.015950
410,64.441417,0.018095,65.122616,0.016069,65.531335,0.016687
460,65.122616,0.021265,64.645777,0.017961,65.395095,0.014481
