# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,59.128065,0.009385,59.128065,0.009385,59.128065,0.009385
60,62.397820,0.009486,61.989101,0.005335,56.471390,0.001425
110,66.212534,0.025471,62.602180,0.005362,60.422343,0.004084
160,62.942779,0.012575,62.125341,0.017442,61.716621,0.015978
210,62.602180,0.018094,66.961853,0.021747,63.555858,0.018627
260,63.555858,0.018401,66.416894,0.021072,64.509537,0.017640
310,65.326975,0.014114,66.961853,0.021076,64.850136,0.014038
360,65.463215,0.016181,66.212534,0.019468,64.509537,0.015950
410,67.166213,0.020895,65.463215,0.020020,65.531335,0.016687
460,67.029973,0.020297,65.735695,0.020663,65.667575,0.014095
