# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,44.482289,0.005387,44.482289,0.005387,44.482289,0.005387
60,54.836512,0.007090,53.678474,0.000916,56.471390,0.001425
110,61.648501,0.020656,55.858311,0.002811,60.422343,0.004084
160,65.395095,0.011782,60.354223,0.012702,61.716621,0.015978
210,62.534060,0.008110,65.803815,0.024789,63.555858,0.018190
260,63.623978,0.018839,64.645777,0.016562,64.032698,0.018250
310,65.122616,0.013911,63.964578,0.015824,64.645777,0.014879
360,64.782016,0.013866,64.305177,0.017107,64.441417,0.015216
410,63.487738,0.017516,64.782016,0.016547,65.122616,0.015268
460,65.599455,0.015063,64.577657,0.017799,65.190736,0.014868
