# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,58.583106,0.006264,58.583106,0.006264,58.583106,0.006264
60,60.899183,0.012118,58.651226,0.004151,56.471390,0.001425
110,61.171662,0.011481,60.831063,0.006953,60.422343,0.004084
160,61.103542,0.015506,61.103542,0.003854,61.716621,0.015978
210,63.147139,0.017199,62.193460,0.008501,63.555858,0.018627
260,62.942779,0.016141,62.874659,0.009623,64.509537,0.017640
310,66.757493,0.019329,63.283379,0.012852,64.850136,0.013545
360,67.574932,0.019203,63.828338,0.018314,64.509537,0.015366
410,67.915531,0.023202,63.419619,0.016467,65.190736,0.015370
460,67.029973,0.019152,64.100817,0.019416,65.871935,0.015571
