# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,53.337875,0.005067,53.337875,0.005067,53.337875,0.005067
60,58.242507,0.004102,57.765668,0.005976,56.471390,0.001425
110,59.877384,0.007869,61.444142,0.010101,60.422343,0.004084
160,61.989101,0.013366,62.193460,0.014091,61.716621,0.015978
210,62.465940,0.013526,62.329700,0.016264,64.032698,0.018838
260,64.986376,0.016084,61.989101,0.017674,63.964578,0.018238
310,66.689373,0.016084,62.942779,0.016967,65.190736,0.013681
360,67.711172,0.019484,64.441417,0.021161,64.782016,0.016133
410,65.940054,0.015663,64.032698,0.021415,65.258856,0.016481
460,65.940054,0.015166,64.100817,0.021213,65.735695,0.014576
