# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,57.833787,0.007820,57.833787,0.007820,57.833787,0.007820
60,57.697548,0.002438,58.106267,0.003311,56.471390,0.001425
110,60.831063,0.006761,60.762943,0.008233,60.422343,0.004084
160,62.670300,0.013387,63.283379,0.009456,61.716621,0.015978
210,62.329700,0.015363,63.147139,0.011037,63.555858,0.018627
260,63.828338,0.014670,63.692098,0.015665,63.964578,0.017685
310,65.054496,0.014314,63.760218,0.014392,64.713896,0.013573
360,64.577657,0.014295,63.828338,0.011880,64.645777,0.015543
410,65.940054,0.013653,63.010899,0.014386,65.190736,0.016274
460,64.782016,0.013690,64.509537,0.014215,65.735695,0.014287
