# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,57.493188,0.006904,57.493188,0.006904,57.493188,0.006904
60,54.291553,0.000327,62.193460,0.016826,56.471390,0.001425
110,56.607629,0.007815,65.395095,0.019342,60.422343,0.004084
160,61.103542,0.010747,63.555858,0.014456,61.716621,0.015978
210,67.029973,0.016699,62.261580,0.017000,63.555858,0.018627
260,66.212534,0.014553,66.416894,0.021643,64.237057,0.019393
310,66.348774,0.018063,67.983651,0.028370,64.918256,0.014201
360,66.144414,0.022745,67.302452,0.022293,64.782016,0.016272
410,67.029973,0.020598,68.188011,0.025329,65.122616,0.016377
460,66.757493,0.020281,68.256131,0.024569,65.531335,0.013908
