# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,47.956403,0.003605,47.956403,0.003605,47.956403,0.003605
60,53.065395,0.010291,52.452316,0.001173,56.471390,0.001425
110,60.081744,0.016739,55.313351,0.007165,60.422343,0.004084
160,62.261580,0.022723,65.122616,0.023207,61.716621,0.015978
210,64.986376,0.026342,65.940054,0.032498,63.760218,0.018528
260,64.918256,0.026078,67.711172,0.024278,64.168937,0.019047
310,64.645777,0.026390,68.051771,0.024778,64.577657,0.014257
360,64.645777,0.019650,67.711172,0.024673,64.577657,0.015708
410,64.509537,0.017321,67.438692,0.027408,65.258856,0.014872
460,65.054496,0.017570,66.621253,0.024201,65.667575,0.013997
