# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,49.046322,0.001962,49.046322,0.001962,49.046322,0.001962
60,52.724796,0.000000,60.422343,0.012925,56.471390,0.001425
110,61.989101,0.008313,61.989101,0.012993,60.422343,0.004084
160,62.738420,0.009745,62.534060,0.018149,61.716621,0.015978
210,62.602180,0.013683,64.509537,0.021244,63.555858,0.018627
260,64.509537,0.012947,63.964578,0.013576,64.509537,0.017640
310,63.964578,0.008761,63.419619,0.016334,64.850136,0.014038
360,66.621253,0.013664,64.782016,0.019828,64.509537,0.015950
410,66.689373,0.014550,65.871935,0.019457,65.531335,0.016687
460,67.711172,0.017692,66.553134,0.017996,65.395095,0.014481
