# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,47.615804,0.000562,47.615804,0.000562,47.615804,0.000562
60,56.743869,0.005452,61.103542,0.010492,56.471390,0.001425
110,61.920981,0.016003,61.852861,0.006865,60.422343,0.004084
160,59.741144,0.015787,64.918256,0.012063,61.716621,0.015978
210,61.852861,0.011696,64.577657,0.010200,63.555858,0.018627
260,63.419619,0.013376,64.713896,0.019419,64.509537,0.017640
310,63.487738,0.013301,65.258856,0.020304,64.850136,0.014038
360,64.305177,0.012845,65.871935,0.025012,64.509537,0.015950
410,65.735695,0.016927,67.574932,0.021405,65.531335,0.016687
460,65.326975,0.015798,67.438692,0.022905,65.395095,0.014481
