# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,56.539510,0.001422,56.539510,0.001422,56.539510,0.001422
60,58.855586,0.009708,62.193460,0.012002,56.471390,0.001425
110,59.128065,0.010312,61.103542,0.015893,60.422343,0.004084
160,61.512262,0.009557,62.193460,0.013179,61.716621,0.015978
210,61.784741,0.012812,63.760218,0.013906,63.555858,0.018627
260,62.874659,0.011863,63.419619,0.011931,64.032698,0.018250
310,62.125341,0.010499,65.190736,0.014119,64.713896,0.013845
360,62.602180,0.010262,64.986376,0.020304,64.305177,0.014705
410,63.692098,0.011695,65.735695,0.018176,65.122616,0.015075
460,64.100817,0.011695,66.348774,0.019587,65.395095,0.015765
