# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,57.901907,0.082068,57.901907,0.082068,57.901907,0.082068
20,57.493188,0.080939,59.264305,0.121123,52.724796,0.004674
30,63.147139,0.089731,57.493188,0.042289,58.378747,0.120828
40,58.378747,0.079477,52.929155,0.016838,58.719346,0.126207
50,62.329700,0.134054,53.542234,0.007476,57.901907,0.065586
60,61.103542,0.154442,56.335150,0.016683,56.471390,0.053016
70,61.648501,0.154297,57.220708,0.041326,56.267030,0.048387
80,62.534060,0.154439,65.054496,0.148296,57.152589,0.052683
90,63.283379,0.142833,56.675749,0.091971,59.809264,0.084338
100,64.305177,0.146846,57.084469,0.100995,60.762943,0.062937
110,64.237057,0.154092,55.722071,0.070930,60.422343,0.070795
120,63.010899,0.137349,56.471390,0.077797,58.991826,0.100077
130,64.441417,0.155529,56.811989,0.100712,58.787466,0.123354
140,64.918256,0.161930,57.493188,0.083202,58.446866,0.142146
150,64.305177,0.160876,59.536785,0.121999,60.490463,0.146486
160,64.168937,0.156125,60.081744,0.095670,61.716621,0.163627
170,63.896458,0.156244,61.852861,0.102877,63.419619,0.166353
180,64.237057,0.144831,63.079019,0.126388,64.782016,0.169217
190,64.032698,0.159452,62.465940,0.093365,65.803815,0.168621
200,64.509537,0.169424,62.125341,0.087408,64.713896,0.167816
