# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,59.604905,0.155382,59.604905,0.155382,59.604905,0.155382
20,57.901907,0.143061,58.514986,0.153596,52.724796,0.004674
30,55.858311,0.162575,59.604905,0.141584,58.378747,0.120828
40,56.335150,0.152582,60.081744,0.120265,58.719346,0.126207
50,59.400545,0.143198,59.604905,0.108534,57.901907,0.065586
60,60.626703,0.153278,60.013624,0.077569,56.471390,0.053016
70,60.286104,0.156547,59.196185,0.111663,56.267030,0.048387
80,60.217984,0.154879,55.381471,0.013754,57.152589,0.052683
90,62.329700,0.129712,60.149864,0.041689,59.809264,0.084338
100,61.376022,0.163650,61.376022,0.117487,60.762943,0.062937
110,63.079019,0.134241,62.874659,0.127258,60.422343,0.070795
120,61.307902,0.131347,61.716621,0.113541,58.991826,0.100077
130,61.989101,0.143909,62.125341,0.116541,58.787466,0.123354
140,62.261580,0.138358,63.487738,0.147435,58.446866,0.142146
150,61.784741,0.135564,63.487738,0.149254,60.490463,0.146486
160,61.444142,0.136986,63.487738,0.161241,61.716621,0.163627
170,62.261580,0.123802,63.896458,0.163789,63.419619,0.166353
180,61.989101,0.125848,64.305177,0.169610,64.782016,0.169217
190,62.397820,0.129138,64.918256,0.169937,65.803815,0.168621
200,62.534060,0.121822,64.918256,0.176565,64.713896,0.167816
