# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,46.934605,0.022526,46.934605,0.022526,46.934605,0.022526
20,55.653951,0.040568,62.602180,0.136071,52.724796,0.004674
30,55.108992,0.041303,61.035422,0.135240,58.378747,0.120828
40,54.495913,0.044187,61.648501,0.138011,58.719346,0.126207
50,59.945504,0.045726,60.422343,0.119477,57.901907,0.065586
60,60.626703,0.079132,60.149864,0.157769,56.471390,0.053016
70,62.057221,0.098388,61.512262,0.133036,56.267030,0.048387
80,62.125341,0.100771,61.376022,0.142992,57.152589,0.052683
90,62.397820,0.107568,58.583106,0.155430,59.809264,0.084338
100,61.307902,0.096990,60.286104,0.134995,60.762943,0.062937
110,60.694823,0.095265,59.196185,0.135732,60.422343,0.070795
120,62.874659,0.122837,61.920981,0.133232,58.991826,0.100077
130,63.147139,0.131517,60.831063,0.135058,58.787466,0.123354
140,62.329700,0.178949,61.444142,0.141328,58.446866,0.142146
150,63.487738,0.176453,62.329700,0.140878,60.490463,0.146486
160,64.032698,0.184264,62.261580,0.138669,61.716621,0.163627
170,62.193460,0.192468,62.534060,0.135037,63.419619,0.166353
180,62.397820,0.188696,62.261580,0.144035,64.782016,0.169217
190,61.716621,0.182828,63.147139,0.149046,65.803815,0.168621
200,62.261580,0.180605,61.852861,0.161252,64.713896,0.167816
