# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,53.269755,0.060264,53.269755,0.060264,53.269755,0.060264
20,55.722071,0.037774,60.558583,0.103966,52.724796,0.004674
30,56.880109,0.069881,59.536785,0.098583,58.378747,0.120828
40,58.787466,0.072117,58.855586,0.114103,58.719346,0.126207
50,60.286104,0.079588,59.877384,0.130745,57.901907,0.065586
60,61.307902,0.088449,60.013624,0.135122,56.471390,0.053016
70,61.852861,0.064975,60.217984,0.129741,56.267030,0.048387
80,62.534060,0.112609,60.422343,0.128039,57.152589,0.052683
90,61.648501,0.085311,60.149864,0.147353,59.809264,0.084338
100,62.397820,0.153914,60.762943,0.133751,60.762943,0.062937
110,61.716621,0.123954,60.694823,0.132767,60.422343,0.070795
120,62.261580,0.138675,63.351499,0.129182,58.991826,0.100077
130,63.555858,0.137692,63.555858,0.138206,58.787466,0.123354
140,63.010899,0.131036,62.738420,0.109121,58.446866,0.142146
150,62.602180,0.137678,63.896458,0.144061,60.490463,0.146486
160,62.738420,0.138231,63.964578,0.179350,61.716621,0.163627
170,62.329700,0.136319,63.760218,0.165111,63.419619,0.166353
180,61.784741,0.150753,64.509537,0.167513,64.782016,0.169217
190,62.125341,0.126912,64.986376,0.179706,65.803815,0.168621
200,62.874659,0.112305,65.190736,0.169666,64.713896,0.167816
