# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,64.237057,0.173827,64.237057,0.173827,64.237057,0.173827
20,58.787466,0.061568,61.171662,0.147009,52.724796,0.004674
30,54.700272,0.042603,64.237057,0.147846,58.378747,0.120828
40,62.261580,0.087932,63.623978,0.182554,58.719346,0.126207
50,63.079019,0.167508,62.670300,0.134499,57.901907,0.065586
60,62.125341,0.176324,61.716621,0.139145,57.561308,0.053974
70,61.444142,0.197259,62.057221,0.150685,55.517711,0.025662
80,65.531335,0.179229,64.577657,0.129942,57.016349,0.056544
90,62.670300,0.176020,63.760218,0.127711,60.286104,0.077468
100,60.081744,0.145187,63.419619,0.153975,60.422343,0.073008
110,61.716621,0.179936,63.828338,0.144996,60.694823,0.079116
120,61.376022,0.190231,66.757493,0.152846,59.741144,0.131166
130,62.806540,0.183303,67.234332,0.167550,58.787466,0.133878
140,62.125341,0.199679,67.438692,0.174829,58.719346,0.140007
150,62.874659,0.180723,66.961853,0.149457,60.762943,0.157410
160,63.419619,0.196511,66.416894,0.141531,61.920981,0.170898
170,63.147139,0.193716,66.348774,0.181899,63.828338,0.161088
180,63.419619,0.197471,66.076294,0.194036,65.735695,0.179424
190,63.283379,0.192192,66.212534,0.197770,65.258856,0.180668
200,63.555858,0.191056,67.234332,0.196966,64.986376,0.177772
