# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,58.310627,0.070441,58.310627,0.070441,58.310627,0.070441
20,58.378747,0.085887,58.923706,0.080765,52.724796,0.004674
30,59.536785,0.074923,57.697548,0.031858,58.378747,0.120828
40,54.768392,0.021699,56.198910,0.041074,58.719346,0.126207
50,59.877384,0.064312,60.013624,0.078403,57.901907,0.065586
60,57.152589,0.053648,60.899183,0.101727,56.471390,0.053016
70,56.675749,0.022874,60.422343,0.126400,56.267030,0.048387
80,58.378747,0.028360,59.945504,0.133963,57.152589,0.052683
90,59.809264,0.039410,59.332425,0.111651,59.809264,0.084338
100,61.444142,0.066578,60.286104,0.113411,60.762943,0.062937
110,61.239782,0.071359,60.967302,0.167623,60.422343,0.070795
120,62.261580,0.119661,61.239782,0.157982,58.991826,0.100077
130,62.057221,0.080436,61.307902,0.169872,58.787466,0.123354
140,63.623978,0.150109,62.534060,0.163166,58.446866,0.142146
150,63.487738,0.162843,62.261580,0.172591,60.490463,0.146486
160,64.645777,0.150863,61.920981,0.173162,61.716621,0.163627
170,64.305177,0.166502,61.580381,0.156674,63.419619,0.166353
180,64.782016,0.143287,61.444142,0.162288,64.782016,0.169217
190,64.918256,0.177864,62.670300,0.172902,65.803815,0.168621
200,64.305177,0.170116,62.397820,0.173137,64.713896,0.167816
