# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,46.457766,0.060501,46.457766,0.060501,46.457766,0.060501
20,47.275204,0.000000,50.953678,0.050564,52.724796,0.004674
30,61.444142,0.055649,51.566757,0.050382,58.378747,0.120828
40,57.084469,0.032562,59.468665,0.057138,58.719346,0.126207
50,60.626703,0.029411,58.106267,0.081944,57.901907,0.065586
60,58.651226,0.065780,61.103542,0.065215,56.471390,0.053016
70,51.702997,0.044710,59.673025,0.064490,56.267030,0.048387
80,57.356948,0.057908,59.945504,0.080564,57.152589,0.052683
90,57.901907,0.086516,61.852861,0.061499,59.809264,0.084338
100,62.942779,0.070448,61.444142,0.063208,60.762943,0.062937
110,62.806540,0.078457,62.261580,0.072067,60.422343,0.070795
120,61.239782,0.102863,61.307902,0.073093,58.991826,0.100077
130,60.286104,0.115718,63.351499,0.133241,58.787466,0.123354
140,64.713896,0.197894,61.648501,0.119832,58.446866,0.142146
150,63.760218,0.198046,61.103542,0.171567,60.490463,0.146486
160,64.441417,0.158940,61.580381,0.182275,61.716621,0.163627
170,65.599455,0.177002,62.125341,0.184049,63.419619,0.166353
180,65.463215,0.173224,63.351499,0.170166,64.782016,0.169217
190,66.008174,0.165794,62.397820,0.181627,64.918256,0.172259
200,64.713896,0.160530,63.487738,0.168216,64.032698,0.166823
