# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,49.318801,0.062798,49.318801,0.062798,49.318801,0.062798
20,52.997275,0.023526,59.673025,0.150301,52.724796,0.004674
30,58.787466,0.045418,58.583106,0.146595,58.378747,0.120828
40,58.583106,0.081237,60.422343,0.134935,58.719346,0.126207
50,59.604905,0.104956,57.152589,0.094635,57.901907,0.065586
60,57.493188,0.079162,61.035422,0.149622,56.471390,0.053016
70,60.626703,0.122767,61.035422,0.159230,56.267030,0.048387
80,61.512262,0.122635,60.899183,0.152343,57.152589,0.052683
90,60.762943,0.121950,62.738420,0.141867,59.809264,0.084338
100,60.286104,0.128121,62.874659,0.173754,60.762943,0.062937
110,61.171662,0.137813,62.465940,0.173436,60.422343,0.070795
120,61.852861,0.190133,62.602180,0.178339,58.991826,0.100077
130,61.376022,0.179209,64.509537,0.169012,58.787466,0.123354
140,63.896458,0.159929,65.054496,0.164192,58.446866,0.139809
150,63.419619,0.185554,64.577657,0.206711,60.899183,0.151371
160,63.692098,0.162907,63.623978,0.204734,61.103542,0.160920
170,63.487738,0.176186,63.896458,0.197272,62.806540,0.159239
180,64.100817,0.181706,64.168937,0.199482,64.441417,0.171967
190,63.692098,0.182932,63.623978,0.214343,64.441417,0.171700
200,63.419619,0.173285,63.964578,0.213028,63.828338,0.170812
