# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,42.166213,0.073864,42.166213,0.073864,42.166213,0.073864
60,62.125341,0.187338,53.678474,0.029205,56.471390,0.053016
110,60.626703,0.169256,63.215259,0.096370,60.422343,0.070795
160,60.626703,0.176418,64.577657,0.181617,61.716621,0.163627
210,62.806540,0.182221,64.645777,0.167683,63.555858,0.172799
260,58.787466,0.147914,65.871935,0.173825,64.509537,0.164735
310,60.081744,0.171688,64.373297,0.173955,64.850136,0.147941
360,62.534060,0.201628,65.531335,0.162870,64.509537,0.160197
410,63.555858,0.198262,65.803815,0.169379,65.463215,0.162708
460,63.623978,0.198776,66.280654,0.162710,66.144414,0.154937
