# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,55.517711,0.047348,55.517711,0.047348,55.517711,0.047348
60,53.065395,0.005004,57.629428,0.060754,56.471390,0.053016
110,56.471390,0.073555,65.326975,0.154654,60.422343,0.070795
160,59.196185,0.159550,65.258856,0.183828,61.716621,0.163627
210,62.942779,0.175488,66.757493,0.156597,63.555858,0.172799
260,62.397820,0.187370,67.915531,0.172466,64.509537,0.164735
310,63.010899,0.188215,66.553134,0.164279,64.850136,0.147941
360,64.645777,0.185910,66.416894,0.166495,64.509537,0.160197
410,63.419619,0.189486,65.395095,0.166441,65.531335,0.161520
460,64.645777,0.179166,65.054496,0.153517,65.395095,0.147277
