# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,52.792916,0.032584,52.792916,0.032584,52.792916,0.032584
60,57.970027,0.151830,60.081744,0.071621,56.471390,0.053016
110,56.471390,0.141119,55.926431,0.045952,60.422343,0.070795
160,56.880109,0.073740,55.790191,0.041316,61.716621,0.163627
210,59.196185,0.140738,60.694823,0.091899,63.692098,0.171701
260,61.444142,0.172423,60.831063,0.093989,63.964578,0.173861
310,61.376022,0.168677,66.076294,0.141280,64.986376,0.146150
360,62.534060,0.178668,66.008174,0.167533,64.577657,0.154603
410,63.010899,0.188900,65.326975,0.160381,65.258856,0.155754
460,66.348774,0.209058,65.463215,0.183663,65.667575,0.149804
