# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,56.743869,0.050279,56.743869,0.050279,56.743869,0.050279
60,62.738420,0.136335,58.991826,0.052404,56.471390,0.053016
110,56.607629,0.019327,62.670300,0.115264,60.422343,0.070795
160,60.354223,0.089164,62.057221,0.066414,61.716621,0.163627
210,62.534060,0.121562,67.302452,0.176295,63.555858,0.172799
260,63.419619,0.154552,65.803815,0.167193,64.509537,0.164735
310,62.806540,0.161100,64.577657,0.144244,64.850136,0.147941
360,63.079019,0.166174,62.806540,0.157594,64.509537,0.160197
410,64.441417,0.157296,63.487738,0.169522,65.190736,0.159437
460,64.713896,0.167729,64.577657,0.171929,65.531335,0.148515
