# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,57.493188,0.025363,57.493188,0.025363,57.493188,0.025363
60,60.081744,0.098675,62.261580,0.119554,56.471390,0.053016
110,59.741144,0.134613,61.648501,0.122163,60.422343,0.070795
160,60.286104,0.120545,61.784741,0.143770,61.716621,0.163627
210,59.059946,0.151632,61.103542,0.173442,63.555858,0.172799
260,60.899183,0.141567,62.465940,0.168018,64.509537,0.164735
310,61.035422,0.123807,64.577657,0.165797,64.850136,0.147941
360,61.716621,0.139709,64.237057,0.142204,64.509537,0.160197
410,62.942779,0.138261,64.032698,0.152454,65.531335,0.161520
460,62.874659,0.144289,64.645777,0.170560,65.667575,0.151874
