# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,57.493188,0.126003,57.493188,0.126003,57.493188,0.126003
60,60.558583,0.172485,63.828338,0.166520,56.471390,0.053016
110,60.831063,0.168809,59.741144,0.176565,60.422343,0.070795
160,58.923706,0.086838,61.035422,0.185566,61.716621,0.163627
210,61.035422,0.099563,62.261580,0.188151,63.555858,0.172799
260,61.444142,0.114372,63.487738,0.196528,64.509537,0.164735
310,64.032698,0.137869,64.782016,0.194269,64.850136,0.147941
360,64.100817,0.183424,67.098093,0.199600,64.509537,0.160197
410,64.373297,0.177880,66.553134,0.195288,65.531335,0.161520
460,64.237057,0.180522,68.119891,0.189497,65.395095,0.147277
