# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,59.673025,0.068011,59.673025,0.068011,59.673025,0.068011
60,60.354223,0.119425,55.177112,0.038516,56.471390,0.053016
110,59.604905,0.141712,54.700272,0.036731,60.422343,0.070795
160,60.899183,0.149198,59.400545,0.077972,61.716621,0.163627
210,61.376022,0.146678,65.667575,0.162139,63.555858,0.172799
260,62.534060,0.171160,64.782016,0.164782,64.509537,0.164735
310,61.852861,0.176688,66.893733,0.159733,64.850136,0.147941
360,64.168937,0.180432,66.961853,0.167150,64.509537,0.160197
410,64.577657,0.196836,67.506812,0.161112,65.122616,0.152921
460,65.463215,0.185321,67.370572,0.169106,65.871935,0.152986
