# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,51.294278,0.059490,51.294278,0.059490,51.294278,0.059490
60,56.130790,0.110485,60.081744,0.122891,56.471390,0.053016
110,58.787466,0.075006,60.558583,0.131096,60.422343,0.070795
160,55.313351,0.016168,62.193460,0.151282,61.716621,0.163627
210,62.329700,0.128709,62.942779,0.166615,63.555858,0.172799
260,63.964578,0.133416,65.531335,0.181421,64.509537,0.164735
310,65.599455,0.182514,65.599455,0.181835,64.850136,0.147941
360,64.918256,0.177338,66.757493,0.186617,64.509537,0.160197
410,62.738420,0.130313,66.280654,0.203853,65.190736,0.159437
460,65.122616,0.138994,66.280654,0.200715,65.531335,0.148515
