# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,60.626703,0.128956,60.626703,0.128956,60.626703,0.128956
20,54.564033,0.027053,57.493188,0.042560,52.724796,0.004674
30,54.564033,0.013882,59.741144,0.151565,58.378747,0.120828
40,53.133515,0.010085,58.446866,0.153975,58.719346,0.126207
50,59.468665,0.119043,57.084469,0.149119,57.901907,0.065586
60,57.220708,0.095133,59.945504,0.158713,56.471390,0.053016
70,56.267030,0.102736,59.400545,0.160777,56.267030,0.048387
80,56.471390,0.101352,60.558583,0.167211,57.152589,0.052683
90,56.880109,0.139027,60.013624,0.196043,59.809264,0.084338
100,59.059946,0.150507,59.741144,0.183316,60.762943,0.062937
110,58.446866,0.157617,59.741144,0.193991,60.422343,0.070795
120,57.765668,0.157158,59.877384,0.177276,58.991826,0.100077
130,58.514986,0.148300,60.149864,0.181081,58.787466,0.123354
140,58.514986,0.147291,60.354223,0.193835,58.446866,0.142146
150,58.855586,0.153471,61.444142,0.204154,60.490463,0.146486
160,58.446866,0.137903,59.536785,0.187297,61.716621,0.163627
170,57.220708,0.143974,60.149864,0.194561,63.419619,0.166353
180,57.016349,0.129208,60.354223,0.206298,64.782016,0.169217
190,58.242507,0.149119,61.852861,0.208338,65.803815,0.168621
200,58.514986,0.164609,61.307902,0.199669,64.713896,0.167816
