# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,50.885559,0.079917,50.885559,0.079917,50.885559,0.079917
20,58.991826,0.104427,55.790191,0.117066,52.724796,0.004674
30,59.468665,0.110887,57.970027,0.109381,58.378747,0.120828
40,59.877384,0.116789,59.059946,0.103623,58.719346,0.126207
50,61.444142,0.158040,58.446866,0.108844,57.901907,0.065586
60,60.490463,0.163292,58.651226,0.111317,56.471390,0.053016
70,60.149864,0.136685,58.923706,0.105398,56.267030,0.048387
80,59.945504,0.134247,59.196185,0.122691,57.152589,0.052683
90,59.400545,0.130944,58.242507,0.111843,59.809264,0.084338
100,61.171662,0.138353,59.264305,0.125861,60.762943,0.062937
110,61.376022,0.143446,58.991826,0.111590,60.422343,0.070795
120,60.081744,0.164618,58.446866,0.112854,58.991826,0.100077
130,58.310627,0.153515,59.128065,0.127803,58.787466,0.123354
140,58.719346,0.153567,59.332425,0.121002,58.446866,0.142146
150,59.400545,0.151580,60.626703,0.124253,60.490463,0.146486
160,60.217984,0.113698,60.422343,0.141304,61.716621,0.163627
170,59.196185,0.122676,61.103542,0.148341,63.419619,0.166353
180,59.604905,0.116524,62.329700,0.143222,64.782016,0.169217
190,60.013624,0.124532,62.125341,0.142853,65.803815,0.168621
200,60.081744,0.119947,62.193460,0.158834,64.713896,0.167816
