# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,45.027248,0.028404,45.027248,0.028404,45.027248,0.028404
20,58.991826,0.129876,53.950954,0.166392,52.724796,0.004674
30,53.269755,0.030784,53.133515,0.127928,58.378747,0.120828
40,53.882834,0.015918,62.942779,0.176341,58.719346,0.126207
50,58.991826,0.077083,55.926431,0.075627,57.901907,0.065586
60,60.081744,0.131900,60.967302,0.173553,56.471390,0.053016
70,57.288828,0.081159,61.103542,0.182805,56.267030,0.048387
80,54.700272,0.051366,62.806540,0.196986,57.152589,0.052683
90,53.678474,0.038741,64.509537,0.161950,59.809264,0.084338
100,53.814714,0.034930,63.555858,0.164086,60.762943,0.062937
110,53.610354,0.037526,64.373297,0.172621,60.422343,0.070795
120,52.997275,0.025703,63.896458,0.160586,58.991826,0.100077
130,55.313351,0.080781,63.692098,0.156561,58.787466,0.123354
140,53.405995,0.042660,65.599455,0.185939,58.446866,0.142146
150,57.016349,0.085628,64.850136,0.166675,61.580381,0.155645
160,57.697548,0.124501,64.441417,0.144075,61.852861,0.171610
170,58.514986,0.132322,61.307902,0.100599,63.623978,0.162047
180,59.264305,0.147144,63.079019,0.107548,65.531335,0.172420
190,57.765668,0.144195,62.806540,0.100079,65.463215,0.179183
200,56.539510,0.142562,63.692098,0.111617,64.850136,0.167727
