# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,58.106267,0.074870,58.106267,0.074870,58.106267,0.074870
20,57.970027,0.091527,53.065395,0.005233,52.724796,0.004674
30,58.583106,0.093549,59.673025,0.118331,58.378747,0.120828
40,58.242507,0.079203,60.762943,0.134003,58.719346,0.126207
50,58.651226,0.074206,60.217984,0.141159,57.901907,0.065586
60,57.561308,0.071640,58.855586,0.182712,56.471390,0.053016
70,58.446866,0.114303,59.536785,0.185249,56.267030,0.048387
80,59.400545,0.090313,60.899183,0.185315,57.152589,0.052683
90,59.332425,0.109872,59.741144,0.195507,59.809264,0.084338
100,59.945504,0.125721,58.310627,0.172450,60.762943,0.062937
110,58.651226,0.128124,59.536785,0.175786,60.422343,0.070795
120,57.970027,0.114386,61.784741,0.130405,58.991826,0.100077
130,56.675749,0.108357,60.286104,0.137671,58.787466,0.123354
140,57.152589,0.109024,60.422343,0.142148,58.446866,0.142146
150,57.493188,0.115038,59.673025,0.163709,60.490463,0.146486
160,58.923706,0.121346,60.967302,0.162603,61.716621,0.163627
170,59.264305,0.131992,61.103542,0.160812,63.419619,0.166353
180,59.604905,0.127965,62.465940,0.171813,64.782016,0.169217
190,59.741144,0.128779,64.509537,0.168702,65.803815,0.168621
200,60.013624,0.126207,65.940054,0.172673,64.713896,0.167816
