# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,57.833787,0.125864,57.833787,0.125864,57.833787,0.125864
20,57.629428,0.121348,58.855586,0.079477,52.724796,0.004674
30,55.381471,0.105314,58.651226,0.091118,58.378747,0.120828
40,56.675749,0.119263,60.899183,0.098690,58.719346,0.126207
50,56.130790,0.121161,59.264305,0.088343,57.901907,0.065586
60,56.880109,0.110968,59.264305,0.077400,56.471390,0.053016
70,56.607629,0.114391,61.035422,0.088236,56.267030,0.048387
80,56.811989,0.117847,60.490463,0.081119,57.152589,0.052683
90,57.493188,0.116654,60.626703,0.081030,59.809264,0.084338
100,56.539510,0.108835,59.604905,0.088681,60.694823,0.056847
110,57.629428,0.118694,58.514986,0.083872,60.081744,0.081407
120,57.288828,0.111662,60.286104,0.107193,58.719346,0.125501
130,56.880109,0.121384,60.217984,0.110452,58.651226,0.126313
140,56.743869,0.115154,60.558583,0.111208,58.651226,0.139066
150,57.220708,0.122198,61.648501,0.109265,60.899183,0.150945
160,57.356948,0.114348,60.899183,0.138689,61.103542,0.166237
170,58.446866,0.124192,60.967302,0.144779,62.806540,0.158020
180,57.697548,0.103570,61.852861,0.128972,64.645777,0.173987
190,57.493188,0.116431,60.831063,0.116130,64.986376,0.177188
200,57.425068,0.118361,61.512262,0.095757,63.964578,0.176090
