# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,56.948229,0.064021,56.948229,0.064021,56.948229,0.064021
20,58.923706,0.100061,47.752044,0.018095,52.724796,0.004674
30,57.152589,0.064290,48.910082,0.046956,58.378747,0.120828
40,51.702997,0.098717,51.362398,0.042310,58.719346,0.126207
50,53.678474,0.114012,53.133515,0.027798,57.901907,0.065586
60,52.588556,0.093528,63.419619,0.104166,56.471390,0.053016
70,54.495913,0.106938,61.989101,0.140114,56.267030,0.048387
80,54.564033,0.111493,61.444142,0.160991,57.152589,0.052683
90,53.542234,0.099219,59.809264,0.149692,59.809264,0.084338
100,53.882834,0.108213,61.852861,0.166352,60.762943,0.062937
110,56.062670,0.137488,61.580381,0.152882,60.422343,0.070795
120,54.155313,0.110365,61.784741,0.163399,58.991826,0.100077
130,54.564033,0.116584,62.465940,0.164593,58.787466,0.123354
140,54.155313,0.112226,61.920981,0.161975,59.196185,0.137695
150,55.245232,0.133453,63.487738,0.164487,61.444142,0.158871
160,55.585831,0.140427,62.874659,0.180686,61.784741,0.167748
170,56.539510,0.149422,64.373297,0.167659,63.964578,0.163755
180,56.811989,0.162466,64.305177,0.170333,65.599455,0.171116
190,57.833787,0.176326,62.942779,0.158639,65.871935,0.158987
200,58.446866,0.182964,63.555858,0.163249,65.054496,0.178071
