# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,54.291553,0.007943,54.291553,0.007943,54.291553,0.007943
20,58.174387,0.066140,58.583106,0.111835,52.724796,0.004674
30,58.378747,0.192678,58.106267,0.094815,58.378747,0.120828
40,53.133515,0.132479,59.400545,0.118091,58.719346,0.126207
50,48.501362,0.070081,60.286104,0.109041,57.901907,0.065586
60,57.425068,0.160643,60.149864,0.119488,56.471390,0.053016
70,54.359673,0.130389,61.239782,0.139149,56.267030,0.048387
80,52.792916,0.091018,61.580381,0.131155,57.152589,0.052683
90,51.634877,0.098397,62.670300,0.141050,59.809264,0.084338
100,50.953678,0.081953,62.602180,0.140492,60.762943,0.062937
110,50.953678,0.096827,60.967302,0.148480,60.422343,0.070795
120,50.885559,0.082131,60.899183,0.157688,59.400545,0.130836
130,53.474114,0.110390,62.465940,0.156897,58.719346,0.129057
140,55.313351,0.133435,63.760218,0.165947,59.059946,0.139219
150,55.858311,0.128558,64.100817,0.171118,61.444142,0.155950
160,57.833787,0.159267,65.463215,0.153901,61.716621,0.169311
170,59.468665,0.170834,65.258856,0.173607,63.623978,0.162047
180,61.784741,0.153964,65.667575,0.190111,65.463215,0.171270
190,63.010899,0.136958,65.599455,0.185990,65.463215,0.179183
200,63.351499,0.151102,65.599455,0.181316,64.986376,0.169334
