# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,57.356948,0.102404,57.356948,0.102404,57.356948,0.102404
20,57.016349,0.094088,58.991826,0.108265,52.724796,0.004674
30,58.514986,0.135879,58.106267,0.048573,58.378747,0.120828
40,53.610354,0.111861,60.831063,0.121123,58.719346,0.126207
50,56.130790,0.128763,57.288828,0.060731,57.901907,0.065586
60,55.177112,0.133321,61.103542,0.132069,56.471390,0.053016
70,54.564033,0.124613,64.305177,0.150639,56.267030,0.048387
80,56.403270,0.125773,62.125341,0.155210,57.152589,0.052683
90,57.901907,0.149447,60.831063,0.162035,59.809264,0.084338
100,56.880109,0.133134,61.376022,0.149346,60.762943,0.062937
110,57.493188,0.140399,60.831063,0.161768,60.422343,0.070795
120,57.356948,0.144260,61.444142,0.144069,58.991826,0.100077
130,59.741144,0.132146,63.828338,0.161860,58.787466,0.123354
140,58.583106,0.159723,61.852861,0.171271,58.446866,0.142146
150,59.059946,0.154222,61.035422,0.188812,60.490463,0.146486
160,57.697548,0.146517,60.899183,0.163553,61.716621,0.163627
170,57.288828,0.142376,61.716621,0.183947,63.419619,0.166353
180,58.719346,0.150862,63.964578,0.183064,64.782016,0.169217
190,59.059946,0.128247,64.305177,0.169588,64.986376,0.175645
200,58.106267,0.157403,64.713896,0.175800,64.373297,0.167528
