# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,56.267030,0.025094,56.267030,0.025094,56.267030,0.025094
20,56.948229,0.031377,56.471390,0.060661,52.724796,0.004674
30,56.130790,0.043291,54.564033,0.055322,58.378747,0.120828
40,57.970027,0.059654,54.155313,0.092195,58.719346,0.126207
50,60.081744,0.088838,55.722071,0.110317,57.901907,0.065586
60,58.855586,0.064491,57.152589,0.122058,56.471390,0.053016
70,58.923706,0.095849,58.310627,0.107026,56.267030,0.048387
80,57.288828,0.058705,58.583106,0.154558,57.152589,0.052683
90,58.855586,0.067044,60.013624,0.177383,59.809264,0.084338
100,55.313351,0.035160,60.217984,0.183977,60.762943,0.062937
110,58.174387,0.066601,59.809264,0.175955,60.422343,0.070795
120,60.217984,0.093107,61.307902,0.173379,58.991826,0.100077
130,57.425068,0.056496,61.103542,0.172310,58.787466,0.123354
140,55.245232,0.055447,63.215259,0.172700,58.446866,0.142146
150,58.787466,0.110254,62.329700,0.173367,60.490463,0.146486
160,58.651226,0.147590,63.419619,0.181623,61.716621,0.163627
170,59.673025,0.151308,61.784741,0.201355,63.419619,0.166353
180,60.286104,0.177002,63.215259,0.176898,64.782016,0.169217
190,60.286104,0.166672,64.168937,0.174727,65.803815,0.168621
200,59.059946,0.135819,64.373297,0.167817,64.713896,0.167816
