# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,51.089918,0.001858,51.089918,0.001858,51.089918,0.001858
20,49.182561,0.000660,53.405995,0.002401,52.724796,0.001472
30,50.544959,0.004871,58.106267,0.011948,58.378747,0.008790
40,57.084469,0.007065,62.397820,0.013789,58.719346,0.009463
50,57.901907,0.011969,61.580381,0.013950,57.901907,0.003310
60,56.880109,0.009000,61.376022,0.013733,56.471390,0.001425
70,57.288828,0.009107,61.444142,0.015194,56.267030,0.001369
80,57.697548,0.010100,60.626703,0.015661,57.152589,0.001617
90,58.242507,0.010725,60.217984,0.012898,60.558583,0.003843
100,59.332425,0.013117,61.648501,0.016313,60.831063,0.004654
110,61.580381,0.012088,62.057221,0.016224,60.694823,0.004544
120,61.852861,0.014720,62.261580,0.018840,59.604905,0.011879
130,61.920981,0.010101,62.125341,0.017025,58.923706,0.010338
140,61.852861,0.009854,62.942779,0.018251,58.719346,0.011919
150,60.899183,0.010631,63.079019,0.017011,61.512262,0.015682
160,61.444142,0.010980,63.010899,0.016349,62.465940,0.016436
170,62.874659,0.014097,62.806540,0.017642,63.351499,0.016589
180,65.190736,0.015359,63.828338,0.016936,65.531335,0.018650
190,65.190736,0.017251,63.896458,0.015792,65.531335,0.019793
200,65.326975,0.017217,63.623978,0.015792,64.918256,0.018608
