# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,52.111717,0.003320,52.111717,0.003320,52.111717,0.003320
20,55.040872,0.005452,55.177112,0.006489,52.724796,0.001472
30,52.452316,0.002027,55.040872,0.001358,58.378747,0.008790
40,56.403270,0.009580,57.697548,0.001588,58.719346,0.009463
50,55.926431,0.005046,58.787466,0.003505,57.901907,0.003310
60,60.013624,0.009775,59.400545,0.001754,56.471390,0.001425
70,57.970027,0.008804,60.626703,0.006060,56.267030,0.001369
80,57.765668,0.009450,59.945504,0.007596,57.152589,0.001617
90,58.446866,0.009935,60.149864,0.008212,59.809264,0.004597
100,58.038147,0.010765,59.468665,0.009539,60.762943,0.003163
110,58.038147,0.010583,58.651226,0.007460,60.422343,0.004084
120,58.446866,0.011810,58.378747,0.005484,58.991826,0.006998
130,59.196185,0.010746,58.378747,0.004811,58.787466,0.009809
140,60.490463,0.018082,58.514986,0.005749,58.446866,0.012147
150,60.626703,0.015085,58.583106,0.006126,60.490463,0.013057
160,63.692098,0.016731,58.719346,0.006755,61.716621,0.015978
170,63.487738,0.017777,57.697548,0.005432,63.419619,0.017114
180,63.760218,0.019252,58.106267,0.007522,64.782016,0.017967
190,64.713896,0.019131,57.970027,0.007811,65.803815,0.018311
200,65.190736,0.019082,59.128065,0.009394,64.713896,0.018513
