# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,39.305177,0.011975,39.305177,0.011975,39.305177,0.011975
20,47.207084,0.002580,46.117166,0.000398,52.724796,0.001472
30,46.253406,0.002045,46.730245,0.003289,58.378747,0.008790
40,45.163488,0.000501,52.452316,0.000171,58.719346,0.009463
50,54.495913,0.007616,57.765668,0.003874,57.901907,0.003310
60,51.021798,0.006512,52.929155,0.000014,56.471390,0.001425
70,56.880109,0.011077,60.490463,0.011215,56.267030,0.001369
80,56.743869,0.011318,59.468665,0.010419,57.152589,0.001617
90,59.536785,0.008364,59.536785,0.008014,59.809264,0.004597
100,57.765668,0.003404,61.989101,0.014089,60.762943,0.003163
110,55.177112,0.003420,62.738420,0.012253,60.422343,0.004084
120,56.948229,0.009528,62.738420,0.011927,58.991826,0.006998
130,57.084469,0.007583,62.057221,0.012352,58.787466,0.009809
140,58.991826,0.012979,61.239782,0.015244,58.446866,0.012147
150,59.536785,0.010775,63.283379,0.015430,60.490463,0.013057
160,58.855586,0.014464,64.782016,0.019204,61.716621,0.015978
170,60.354223,0.016585,65.871935,0.021072,63.010899,0.014848
180,59.059946,0.014757,67.506812,0.021351,64.782016,0.017967
190,60.081744,0.016703,67.234332,0.020507,64.782016,0.019183
200,60.558583,0.018462,67.983651,0.024009,64.441417,0.019010
