# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,59.945504,0.009779,59.945504,0.009779,59.945504,0.009779
20,59.059946,0.006431,59.741144,0.015141,52.724796,0.001472
30,57.970027,0.003246,53.950954,0.017883,58.378747,0.008790
40,58.514986,0.003382,54.427793,0.013602,58.719346,0.009463
50,61.580381,0.014523,51.294278,0.005453,57.901907,0.003310
60,60.422343,0.007039,57.288828,0.020912,56.471390,0.001425
70,61.784741,0.011021,60.286104,0.019281,56.267030,0.001369
80,61.989101,0.013348,61.648501,0.024059,57.152589,0.001617
90,62.125341,0.017703,62.670300,0.020800,59.809264,0.004597
100,61.716621,0.018157,62.261580,0.025631,60.762943,0.003163
110,61.852861,0.017896,61.580381,0.026189,60.422343,0.004084
120,61.852861,0.018747,63.079019,0.026993,58.991826,0.006998
130,62.465940,0.022800,63.487738,0.024840,58.787466,0.009809
140,62.125341,0.021446,62.465940,0.023636,58.446866,0.012147
150,62.125341,0.022035,63.760218,0.026367,60.490463,0.013057
160,63.351499,0.020096,65.395095,0.030576,61.716621,0.015978
170,62.874659,0.018110,65.122616,0.027324,63.419619,0.017114
180,64.782016,0.012716,64.986376,0.026964,64.782016,0.017967
190,64.577657,0.013070,64.645777,0.028663,65.803815,0.018311
200,64.168937,0.012754,64.713896,0.025657,64.713896,0.018513
