# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,45.912807,0.000002,45.912807,0.000002,45.912807,0.000002
20,51.294278,0.009636,55.381471,0.007681,52.724796,0.001472
30,58.991826,0.006879,51.498638,0.009668,58.378747,0.008790
40,58.787466,0.010412,58.855586,0.012997,58.719346,0.009463
50,57.356948,0.004649,59.945504,0.015781,57.901907,0.003310
60,59.400545,0.009281,59.604905,0.014125,56.471390,0.001425
70,59.877384,0.013670,60.694823,0.015739,56.267030,0.001369
80,60.899183,0.017548,59.196185,0.011746,57.152589,0.001617
90,58.038147,0.004902,61.716621,0.014333,59.809264,0.004597
100,52.929155,0.001404,62.261580,0.017804,60.762943,0.003163
110,54.087193,0.002662,61.444142,0.015989,60.422343,0.004084
120,54.087193,0.003965,61.444142,0.019729,58.991826,0.006998
130,53.474114,0.004805,61.171662,0.018300,58.787466,0.009809
140,56.403270,0.003160,61.376022,0.016825,58.446866,0.012147
150,59.877384,0.009453,61.784741,0.022173,60.490463,0.013057
160,59.536785,0.008399,61.376022,0.019791,61.716621,0.015978
170,61.035422,0.006930,62.057221,0.019960,63.419619,0.017114
180,63.079019,0.011258,61.784741,0.019569,64.782016,0.017967
190,64.168937,0.014240,62.125341,0.020621,65.803815,0.018311
200,62.125341,0.014434,62.193460,0.020523,64.713896,0.018513
