# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,56.539510,0.000137,56.539510,0.000137,56.539510,0.000137
20,58.719346,0.001130,51.771117,0.006058,52.724796,0.001472
30,59.604905,0.002660,52.792916,0.005554,58.378747,0.008790
40,60.490463,0.006161,51.158038,0.007201,58.719346,0.009463
50,60.422343,0.004527,52.997275,0.004303,57.901907,0.003310
60,63.215259,0.009717,51.362398,0.001220,56.471390,0.001425
70,65.531335,0.014074,59.536785,0.007811,56.267030,0.001369
80,62.806540,0.019142,59.059946,0.007308,57.152589,0.001617
90,64.986376,0.016663,58.787466,0.007936,59.809264,0.004597
100,64.986376,0.017038,60.149864,0.009020,60.762943,0.003163
110,64.782016,0.017424,59.604905,0.009867,60.422343,0.004084
120,65.531335,0.015166,59.945504,0.007815,58.991826,0.006998
130,64.713896,0.016909,59.264305,0.011541,58.787466,0.009809
140,63.147139,0.011281,58.310627,0.009421,58.446866,0.012147
150,64.100817,0.012615,59.332425,0.009634,60.490463,0.013057
160,63.623978,0.013278,59.809264,0.007735,61.716621,0.015978
170,63.692098,0.013904,59.741144,0.009775,63.419619,0.017114
180,63.623978,0.014809,60.081744,0.010013,64.782016,0.017967
190,63.147139,0.012560,60.899183,0.011700,65.803815,0.018311
200,63.419619,0.017347,61.035422,0.013594,64.713896,0.018513
