# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,53.133515,0.003866,53.133515,0.003866,53.133515,0.003866
20,51.021798,0.004607,49.386921,0.001018,52.724796,0.001472
30,57.493188,0.012853,55.381471,0.000798,58.378747,0.008790
40,57.220708,0.017988,59.059946,0.002237,58.719346,0.009463
50,57.697548,0.021322,62.738420,0.013304,57.901907,0.003310
60,58.787466,0.012195,61.920981,0.011537,56.471390,0.001425
70,58.174387,0.011746,63.555858,0.014810,56.267030,0.001369
80,58.923706,0.013015,61.716621,0.012824,57.152589,0.001617
90,60.490463,0.017261,61.307902,0.012543,59.809264,0.004597
100,61.307902,0.018749,61.035422,0.010953,60.762943,0.003163
110,59.332425,0.013494,61.512262,0.010064,60.422343,0.004084
120,59.604905,0.014658,61.716621,0.010769,58.991826,0.006998
130,61.512262,0.017803,62.670300,0.013836,58.787466,0.009809
140,62.738420,0.020306,62.602180,0.012961,58.855586,0.011518
150,64.305177,0.022947,61.171662,0.015729,61.444142,0.015533
160,65.940054,0.025038,61.716621,0.016438,62.057221,0.016224
170,66.553134,0.024545,60.558583,0.013373,63.351499,0.015797
180,67.098093,0.022500,60.286104,0.014383,65.122616,0.017674
190,67.438692,0.022818,60.831063,0.017490,65.122616,0.019010
200,67.302452,0.023115,60.490463,0.018709,64.645777,0.020094
