# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,59.536785,0.007150,59.536785,0.007150,59.536785,0.007150
20,58.583106,0.002232,57.901907,0.007262,52.724796,0.001472
30,57.765668,0.008778,55.994550,0.002770,58.378747,0.008790
40,59.059946,0.008095,60.286104,0.012119,58.719346,0.009463
50,58.446866,0.007402,64.509537,0.017981,57.901907,0.003310
60,59.264305,0.012752,66.553134,0.023695,56.471390,0.001425
70,58.174387,0.012307,60.490463,0.011549,56.267030,0.001369
80,60.286104,0.013708,63.351499,0.015571,57.152589,0.001617
90,59.536785,0.013623,61.239782,0.010228,60.354223,0.003085
100,60.762943,0.019171,64.577657,0.026725,60.831063,0.004187
110,60.558583,0.015311,64.509537,0.028846,60.354223,0.004231
120,61.239782,0.012756,64.032698,0.018848,59.332425,0.010789
130,61.716621,0.011493,66.008174,0.025052,58.719346,0.010449
140,61.444142,0.011804,65.735695,0.023286,58.991826,0.011518
150,60.149864,0.016458,67.438692,0.026245,61.444142,0.014818
160,61.103542,0.018921,67.438692,0.026841,61.784741,0.017210
170,61.171662,0.019655,65.122616,0.023449,63.623978,0.016387
180,61.444142,0.021970,64.782016,0.024160,65.463215,0.019069
190,61.648501,0.021637,63.147139,0.015772,65.531335,0.020120
200,61.920981,0.020767,64.237057,0.018230,64.918256,0.018608
