# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,45.027248,0.000044,45.027248,0.000044,45.027248,0.000044
20,45.912807,0.002740,47.275204,0.002561,52.724796,0.001472
30,43.392371,0.002623,53.337875,0.011176,58.378747,0.008790
40,45.095368,0.001277,56.130790,0.020020,58.719346,0.009463
50,48.365123,0.002292,57.356948,0.011904,57.901907,0.003310
60,47.411444,0.000503,55.108992,0.005935,56.471390,0.001425
70,48.637602,0.000212,54.768392,0.005174,56.267030,0.001369
80,50.000000,0.000661,55.790191,0.006389,57.152589,0.001617
90,58.446866,0.010955,58.310627,0.008139,59.809264,0.004597
100,57.901907,0.010098,57.561308,0.009293,60.762943,0.003163
110,65.326975,0.030466,59.877384,0.012221,60.422343,0.004084
120,63.964578,0.018045,60.831063,0.012260,58.991826,0.006998
130,61.171662,0.014985,60.831063,0.012374,58.787466,0.009809
140,63.010899,0.020662,61.376022,0.009802,58.446866,0.012147
150,67.574932,0.022142,60.286104,0.010887,60.490463,0.013057
160,66.076294,0.015733,60.967302,0.013360,61.716621,0.015978
170,66.076294,0.021936,59.945504,0.012113,63.419619,0.017114
180,66.416894,0.021343,61.989101,0.019653,64.782016,0.017967
190,65.735695,0.015713,62.057221,0.017077,65.803815,0.018311
200,64.713896,0.020507,62.261580,0.019095,64.713896,0.018513
