0,1,2,3,4,5,6,7,8
-0.002435251150731363,-0.03188249124633829,0.005600014544616688,0.005228873866786915,0.005163309915254355,-0.3737969972470793,-0.08139278253705956,0.0674654046379571,-0.5427984172871412
-0.37964411903380596,-0.02652062074645682,0.005600014544616688,0.005228873866786915,0.005163309915254355,-0.4005621573080112,-0.0822247437444215,-0.0521526319407199,-0.5428276483083803
-0.002435251150731363,-0.002618358599806442,0.005600014544616688,-0.042767563871643835,0.005163309915254355,-0.1170117654586857,-0.08222474374442154,-0.052152631940728354,0.006295094235489779
-0.002435251150731363,-0.03187758305781517,0.005600014544616688,0.005228873866786915,0.005163309915254355,-0.0724280156014901,-0.08222474374442154,-0.0521526319407367,-0.5428217762504028
-0.37834413019482055,0.02944146790032663,0.005600014544616688,0.005228873866786915,0.005163309915254355,-0.39999669390728626,-0.08222474374442154,-0.052152631940744924,-0.5428104534289907
-0.06245551680440185,0.06638377387205079,0.005600014544616688,0.005228873866786915,0.005163309915254355,-0.007019906717953902,-0.0822247437444215,-0.05215263194075302,-0.5428092805694548
-0.002435251150731363,-0.020247115137771707,0.005600014544616688,0.005228873866786915,0.005163309915254355,-0.07245655565635807,-0.08222474374442146,-0.05215263194076101,-0.5427535075107253
-0.002435251150731363,-0.0003097470784592662,0.005600014544616688,0.005228873866786915,-0.013486916694515662,-0.25950021011939234,0.05449999871931428,-0.052152631940768884,-0.542751072737506
-0.04395873768720721,-0.03223492893418427,0.005600014544616688,0.005228873866786915,0.005163309915254355,-0.007019906717953902,-0.08222474374442137,-0.05215263194077668,-0.5426973931806733
-0.002435251150731363,-0.03302863347699127,0.005600014544616688,0.005228873866786915,-0.013486916694515662,-0.11648312067234641,-0.08206031798472509,0.12364121770769416,0.006295094235489779
-0.002435251150731363,0.03408237297098489,0.005600014544616688,0.005228873866786915,0.005163309915254355,-0.007019906717953902,-0.08220647420666245,0.12993645503998152,-0.5426442812874597
-0.002435251150731363,-0.026563994997601148,0.005600014544616688,0.005228873866786915,0.005163309915254355,-0.007019906717953902,-0.08222474374442125,-0.05215263194078435,0.006295094235489779
-0.002435251150731363,-0.03187485553402081,0.005600014544616688,0.005228873866786915,0.005163309915254355,-0.3737708671456633,-0.08222474374442112,-0.052152631940791914,-0.5426302215632894
-0.06170961053023062,0.008700152472041464,0.005600014544616688,0.005228873866786915,0.005163309915254355,-0.007019906717953902,-0.08222474374442094,-0.052152631940799374,-0.5426732632763037
-0.002435251150731363,-0.00029360016630168594,0.005600014544616688,0.005228873866786915,0.005163309915254355,-0.11590041685232873,-0.08222474374442075,-0.05215263194080673,-0.5427170193307794
-0.002435251150731363,-0.032220898483423764,0.005600014544616688,0.005228873866786915,0.005163309915254355,-0.007019906717953902,0.05449999871938889,-0.05215263194081399,0.006295094235489779
-0.002435251150731363,0.03788491982695442,0.005600014544616688,0.005228873866786915,0.005163309915254355,-0.3994383998005397,0.05449999871947504,-0.05213987460561991,-0.5427548612947497
-0.002435251150731363,0.04158019433380416,-0.12243878272228174,0.005228873866786915,0.005163309915254355,-0.17616987377564955,-0.08222474374442053,-0.05215263194082116,-0.5427991503945189
-0.3770378252109943,0.04498951455045577,0.005600014544616688,0.005228873866786915,0.005163309915254355,-0.007019906717953902,0.05449999871955853,-0.05215263194082824,0.006295094235489779
