# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,47.615804,0.000533,47.615804,0.000533,47.615804,0.000533
60,55.926431,0.000934,57.765668,0.009454,56.471390,0.001425
110,57.970027,0.003329,58.514986,0.010596,60.422343,0.004084
160,60.422343,0.006691,59.059946,0.010159,61.716621,0.015978
210,60.967302,0.008735,59.264305,0.011651,63.555858,0.018627
260,62.602180,0.012230,60.149864,0.013239,64.509537,0.017640
310,63.623978,0.012411,62.057221,0.014201,64.850136,0.014038
360,63.215259,0.011921,62.397820,0.017340,64.986376,0.016807
410,64.237057,0.012165,62.465940,0.018630,65.190736,0.016173
460,65.531335,0.016172,63.010899,0.016910,65.463215,0.014287
