# x_axis, ur_accuracies, ur_fairness, rs_accuracies, rs_fairness, nonal_accuracies, nonal_fairness
10,44.005450,0.000422,44.005450,0.000422,44.005450,0.000422
60,59.264305,0.012043,58.923706,0.013939,56.471390,0.001425
110,58.651226,0.014236,56.198910,0.014491,60.422343,0.004084
160,60.899183,0.014811,59.468665,0.013576,61.716621,0.015978
210,63.147139,0.018970,61.171662,0.015363,63.555858,0.018627
260,63.351499,0.021065,63.692098,0.015283,64.509537,0.017640
310,64.918256,0.020298,64.373297,0.018877,64.850136,0.014038
360,66.076294,0.017878,64.577657,0.022362,64.509537,0.015950
410,66.144414,0.015780,64.918256,0.019536,65.531335,0.016687
460,65.940054,0.017674,65.054496,0.021110,65.395095,0.014481
